articleNo,articleName,articleStatus,realEstateTypeCode,realEstateTypeName,articleRealEstateTypeCode,articleRealEstateTypeName,tradeTypeCode,tradeTypeName,verificationTypeCode,floorInfo,rentPrc,priceChangeState,isPriceModification,dealOrWarrantPrc,area1,area2,direction,articleConfirmYmd,representativeImgUrl,representativeImgTypeCode,representativeImgThumb,siteImageCount,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrDirectCnt,sameAddrMaxPrc,sameAddrMinPrc,cpid,cpName,cpPcArticleUrl,cpPcArticleBridgeUrl,cpPcArticleLinkUseAtArticleTitleYn,cpPcArticleLinkUseAtCpNameYn,cpMobileArticleUrl,cpMobileArticleLinkUseAtArticleTitleYn,cpMobileArticleLinkUseAtCpNameYn,latitude,longitude,isLocationShow,realtorName,realtorId,tradeCheckedByOwner,isDirectTrade,isInterest,isComplex,detailAddress,detailAddressYn,premiumPrc,search_day
2203024125,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,OWNER,21/23,70,SAME,False,"1,000",102,51,북동향,20220127,,,,0,"전용15,신축소형사무실,냉난방기설치.저렴한임차료","['2년이내', '주차가능', '엘리베이터', '화재경보기']",중소형사무실,1,0.0,"1,000/70","1,000/70",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203024125,,False,True,,False,False,37.51533,126.727318,True,인천지산부동산공인중개사사무소,darkjin444,False,False,False,False,,N,,20220212
2203463131,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,TEL,3/22,180,SAME,False,"2,000",259,130,,20220203,,,,0,"전용30, 제조공장, 창고, 드라이브인, 호실앞주차","['2년이내', '주차가능', '엘리베이터', '화재경보기']",지식산업센터,3,0.0,"2,000/180","2,000/180",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203463131,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203463131,False,True,37.51533,126.727318,True,유원제이공인중개사사무소,2hysun2,False,False,False,False,,N,,20220212
2203803701,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,23/B1,150,SAME,False,"1,500",96,96,,20220205,,,,0,,"['2년이내', '융자금적은']",공장,1,0.0,"1,500/150","1,500/150",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203803701,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203803701,False,True,37.51533,126.727318,True,인천 유원 공인중개사사무소,,False,False,False,False,,N,,20220212
2203804710,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,4/23,180,SAME,False,"2,500",239,120,,20220205,,,,0,,"['2년이내', '융자금적은', '주차가능']",지식산업센터,1,0.0,"2,500/180","2,500/180",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203804710,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203804710,False,True,37.51533,126.727318,True,인천 유원 공인중개사사무소,,False,False,False,False,,N,,20220212
2203807413,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,3/22,200,SAME,False,"2,500",259,129,,20220205,,,,0,"전용39, 드라이브인, 호실앞주차 역세권","['2년이내', '융자금없는', '엘리베이터', '화재경보기']",지식산업센터,2,0.0,"2,500/200","2,500/200",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203807413,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203807413,False,True,37.51533,126.727318,True,유원제이공인중개사사무소,2hysun2,False,False,False,False,,N,,20220212
2203806287,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,12/22,90,SAME,False,"1,000",116,58,,20220205,,,,0,"전용18, 업무형공장, 사무실가능, 냉난방기, 역세권","['2년이내', '엘리베이터', '천장에어컨', '화재경보기']",지식산업센터,1,0.0,"1,000/90","1,000/90",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203806287,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203806287,False,True,37.51533,126.727318,True,유원제이공인중개사사무소,2hysun2,False,False,False,False,,N,,20220212
2203707167,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,15/22,160,SAME,False,"1,600",114,57,서향,20220205,,,,0,"15층 전용32 코너 사무실 임대 매물, 시스템에어컨, 호실내 방문 가능","['2년이내', '융자금없는', '주차가능', '엘리베이터']",중소형사무실,1,0.0,"1,600/160","1,600/160",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203707167,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203746838,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,12/22,80,SAME,False,"1,000",103,51,,20220205,,,,0,"전용15, 업무형공장, 사무실가능, 냉난방기, 역세권","['2년이내', '융자금없는', '엘리베이터', '천장에어컨']",지식산업센터,1,0.0,"1,000/80","1,000/80",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203746838,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203746838,False,True,37.51533,126.727318,True,유원제이공인중개사사무소,2hysun2,False,False,False,False,,N,,20220212
2203803116,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,23/B1,340,SAME,False,"4,000",227,227,,20220205,,,,0,,"['2년이내', '융자금적은']",공장,1,0.0,"4,000/340","4,000/340",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203803116,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203803116,False,True,37.51533,126.727318,True,인천 유원 공인중개사사무소,,False,False,False,False,,N,,20220212
2203779548,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,18/22,80,SAME,False,"1,000",102,51,,20220205,,,,0,"전용16, 냉난방기2설치, 강화유리도어, 번호키설치, 싱크대설치","['2년이내', '융자금없는', '엘리베이터', '천장에어컨']",지식산업센터,1,0.0,"1,000/80","1,000/80",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203779548,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203779548,False,True,37.51533,126.727318,True,유원제이공인중개사사무소,2hysun2,False,False,False,False,,N,,20220212
2203802724,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,5/22,120,SAME,False,"1,400",159,79,,20220205,,,,0,"전용25, 드라이브인, 호실앞주차, 아파트형공장","['2년이내', '엘리베이터', '천장에어컨', '화재경보기']",지식산업센터,2,0.0,"1,500/120","1,400/120",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203802724,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203802724,False,True,37.51533,126.727318,True,유원제이공인중개사사무소,2hysun2,False,False,False,False,,N,,20220212
2203689742,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,13/23,,SAME,False,"1억 6,192",94,47,,20220205,,,,0,임차 인기많은 소형사무실 전매,"['2년이내', '주차가능', '엘리베이터', '화재경보기']",지식산업센터,1,0.0,"1억 6,192","1억 6,192",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203689742,,False,True,,False,False,37.51533,126.727318,True,인천지산부동산공인중개사사무소,darkjin444,False,False,False,False,,N,,20220212
2203696312,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,8/23,80,SAME,False,"1,000",103,51,,20220205,,,,0,"전용16, 냉난방기설치, 지식산업센터 전면부 사무실 채광 굿","['2년이내', '융자금없는', '엘리베이터', '천장에어컨']",지식산업센터,1,0.0,"1,000/80","1,000/80",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203696312,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203696312,False,True,37.51533,126.727318,True,유원제이공인중개사사무소,2hysun2,False,False,False,False,,N,,20220212
2203801750,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,23/B1,250,SAME,False,"2,500",129,129,,20220205,,,,0,인천테크노밸리U1센터 신축 드라이브인 제조형공장 발코니유,"['2년이내', '융자금적은', '베란다']",공장,1,0.0,"2,500/250","2,500/250",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203801750,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203801750,False,True,37.51533,126.727318,True,인천 유원 공인중개사사무소,,False,False,False,False,,N,,20220212
2203739159,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,4/23,100,SAME,False,"1,500",136,68,,20220205,,,,0,,"['2년이내', '융자금적은', '주차가능']",지식산업센터,1,0.0,"1,500/100","1,500/100",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203739159,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203739159,False,True,37.51533,126.727318,True,인천 유원 공인중개사사무소,,False,False,False,False,,N,,20220212
2203800836,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,23/B1,200,SAME,False,"2,500",129,129,,20220205,,,,0,,"['2년이내', '융자금적은']",공장,1,0.0,"2,500/200","2,500/200",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203800836,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203800836,False,True,37.51533,126.727318,True,인천 유원 공인중개사사무소,,False,False,False,False,,N,,20220212
2203736568,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,2/22,170,SAME,False,"1,700",226,113,,20220205,,,,0,"2층 전용34 드라이브인 공장 월세, 호실내 현장답사 가능","['2년이내', '융자금없는', '주차가능', '엘리베이터']",지식산업센터,2,0.0,"1,700/170","1,700/170",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203736568,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203737122,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,4/23,80,SAME,False,"1,000",103,51,,20220205,,,,0,,"['2년이내', '융자금적은', '주차가능']",지식산업센터,1,0.0,"1,000/80","1,000/80",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203737122,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203737122,False,True,37.51533,126.727318,True,인천 유원 공인중개사사무소,,False,False,False,False,,N,,20220212
2203707612,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,8/23,80,SAME,False,"1,000",103,51,동향,20220205,,,,0,"8층 전용15 사무실 임대 매물, 시스템에어컨, 호실내 방문 가능","['2년이내', '융자금없는', '주차가능', '엘리베이터']",중소형사무실,1,0.0,"1,000/80","1,000/80",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203707612,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203684397,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,3/22,150,SAME,False,"1,500",192,96,,20220204,,,,0,"전용29, 드라이브인, 호실앞주차, 아파트형공장","['2년이내', '융자금없는', '엘리베이터', '화재경보기']",지식산업센터,3,0.0,"1,500/150","1,500/150",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203684397,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203684397,False,True,37.51533,126.727318,True,유원제이공인중개사사무소,2hysun2,False,False,False,False,,N,,20220212
2203655632,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,2/23,,SAME,False,"3억 8,380",106,53,,20220204,,,,0,"2층 전용16 도로가 전면부 상가 전매 매물, 호실내 방문 가능","['2년이내', '주차가능', '엘리베이터', '보안']",지식산업센터,1,0.0,"3억 8,380","3억 8,380",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203655632,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203657271,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,2/23,,SAME,False,"2억 3,607",70,35,,20220204,,,,0,"2층 전용10 상가 전매 매물, 호실내 방문 가능","['2년이내', '주차가능', '엘리베이터', '보안']",지식산업센터,1,0.0,"2억 3,607","2억 3,607",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203657271,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203674844,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,3/23,150,SAME,False,"1,500",182,96,,20220204,,,,0,복층타입 인천테크노밸리유1센터 ,"['2년이내', '융자금없는']",지식산업센터,1,0.0,"1,500/150","1,500/150",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203674844,,False,True,,False,False,37.51533,126.727318,True,귀연공인중개사사무소,kwiyeon2,False,False,False,False,,N,,20220212
2203659516,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,5/21,150,SAME,False,"2,000",223,111,,20220204,,,,0,"5층 전용33 드라이브인 공장 월세 매물, 현장답사 가능","['2년이내', '융자금없는', '주차가능', '엘리베이터']",지식산업센터,1,0.0,"2,000/150","2,000/150",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203659516,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203681449,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,21/22,70,SAME,False,"1,000",105,52,북향,20220204,,,,0,"신축첫입주사무실 , 전용16, 코너자리, 발코니2개, 정말 환하고 전망굿","['2년이내', '엘리베이터', '천장에어컨', '화재경보기']",중소형사무실,1,0.0,"1,000/70","1,000/70",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203681449,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203681449,False,True,37.51533,126.727318,True,유원제이공인중개사사무소,2hysun2,False,False,False,False,,N,,20220212
2203675512,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,3/23,210,SAME,False,"2,100",274,137,,20220204,,,,0,U1입주 부동산 입니다 드라이브인 임대 추천,"['2년이내', '융자금없는', '주차가능']",지식산업센터,1,0.0,"2,100/210","2,100/210",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203675512,,False,True,,False,False,37.51533,126.727318,True,U1채움공인중개사사무소,chaeum0831,False,False,False,False,,N,,20220212
2203572104,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,22/23,50,SAME,False,"1,000",46,23,서향,20220204,,,,0,"지식산업센터내 신축기숙사,투베란다 코너호실.사무실 등록가능","['2년이내', '관리비10만원이하', '주차가능', '엘리베이터']",중소형사무실,1,0.0,"1,000/50","1,000/50",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203572104,,False,True,,False,False,37.51533,126.727318,True,인천지산부동산공인중개사사무소,darkjin444,False,False,False,False,,N,,20220212
2203574093,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,22/23,45,SAME,False,"1,000",46,23,,20220204,,,,0,"신축첫입주,전망좋은 고층사무실, 라이브오피스형 기숙사 ","['2년이내', '주차가능', '엘리베이터', '인터폰']",지식산업센터,1,0.0,"1,000/45","1,000/45",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203574093,,False,True,,False,False,37.51533,126.727318,True,인천지산부동산공인중개사사무소,darkjin444,False,False,False,False,,N,,20220212
2203638661,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,24/B3,,SAME,False,"1억 9,793",102,102,,20220204,,,,0,"전용15,전망이 뛰어나 업무용사무실로 최적, 시스템냉난방기 설치.",['2년이내'],공장,1,0.0,"1억 9,793","1억 9,793",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203638661,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203638661,False,True,37.51533,126.727318,True,은혜공인중개사사무소,r3619922,False,False,False,False,,N,,20220212
2203629375,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,23/B1,145,SAME,False,"2,000",97,97,,20220204,,,,0,인천테크노밸리U1센터 신축 드라이브인 제조형공장 EV옆 위치굿,"['2년이내', '융자금적은']",공장,1,0.0,"2,000/145","2,000/145",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203629375,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203629375,False,True,37.51533,126.727318,True,인천 유원 공인중개사사무소,,False,False,False,False,,N,,20220212
2203581283,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,24/B18,75,SAME,False,"1,000",102,102,,20220204,,,,0,"전용15,전망이 뛰어나 업무용사무실로 최적, 시스템냉난방기 설치.","['2년이내', '융자금없는', '천장에어컨']",공장,1,0.0,"1,000/75","1,000/75",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203581283,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203581283,False,True,37.51533,126.727318,True,은혜공인중개사사무소,r3619922,False,False,False,False,,N,,20220212
2203627025,기타,R0,GM,건물,D03,기타,A1,매매,DOC,3/B1,,SAME,False,13억,241,478,,20220204,,,,0,갈산역도보3분내외거리  주변아파트단지 코너건물,"['25년이상', '역세권']",기타,1,0.0,13억,13억,sunbang,선방,http://homesdid.co.kr/rd.asp?UID=2203627025,,False,True,,False,False,37.516853,126.724548,True,대해공인중개사무소,eogo144700,False,False,False,False,,N,,20220212
2203647637,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,12/21,80,SAME,False,"2,000",116,58,서향,20220204,,,,0,"12층 코너 사무실 전용17 임대 매물, 호실내 방문 가능","['2년이내', '융자금없는', '주차가능', '엘리베이터']",중소형사무실,1,0.0,"2,000/80","2,000/80",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203647637,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203540834,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,2/23,,SAME,False,"4억 1,348",113,56,,20220204,,,,0,"임차인 맞춰진 2층 도로가쪽 상가 전매 매물, 호실내 방문 가능","['2년이내', '주차가능', '엘리베이터', '보안']",지식산업센터,1,0.0,"4억 1,348","4억 1,348",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203540834,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203579715,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,12/23,100,SAME,False,"1,200",129,65,,20220204,,,,0,,"['2년이내', '융자금적은', '주차가능']",지식산업센터,1,0.0,"1,200/100","1,200/100",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203579715,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203579715,False,True,37.51533,126.727318,True,인천 유원 공인중개사사무소,,False,False,False,False,,N,,20220212
2203584631,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,14/23,80,SAME,False,"1,000",137,68,,20220204,,,,0,깨끗한 환경의 신축사무실.교통편리.저렴한임대료,"['2년이내', '주차가능']",지식산업센터,1,0.0,"1,000/80","1,000/80",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203584631,,False,True,,False,False,37.51533,126.727318,True,풍경채공인중개사사무소,cjdfkvndrudcorhddls,False,False,False,False,,N,,20220212
2203571238,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,22/23,50,SAME,False,"1,000",46,23,,20220204,,,,0,투베란다 복층라이브오피스 서비스면적 최고,"['2년이내', '주차가능', '엘리베이터', '인터폰']",지식산업센터,1,0.0,"1,000/50","1,000/50",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203571238,,False,True,,False,False,37.51533,126.727318,True,인천지산부동산공인중개사사무소,darkjin444,False,False,False,False,,N,,20220212
2203580205,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,14/23,100,SAME,False,"1,000",144,72,,20220204,,,,0,깨끗한 환경의 신축사무실.교통편리.저렴한임대료,"['2년이내', '주차가능', '엘리베이터', '보안']",지식산업센터,1,0.0,"1,000/100","1,000/100",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203580205,,False,True,,False,False,37.51533,126.727318,True,풍경채공인중개사사무소,cjdfkvndrudcorhddls,False,False,False,False,,N,,20220212
2203573559,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,12/23,160,SAME,False,"2,000",218,109,,20220204,,,,0,,"['2년이내', '융자금적은', '주차가능']",지식산업센터,1,0.0,"2,000/160","2,000/160",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203573559,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203573559,False,True,37.51533,126.727318,True,인천 유원 공인중개사사무소,,False,False,False,False,,N,,20220212
2203535990,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,6/22,170,SAME,False,"2,000",205,102,,20220204,,,,0,"6층 전용31.08 드라이브인 공장 월세 매물, 현장답사 가능","['2년이내', '융자금없는', '주차가능', '엘리베이터']",지식산업센터,1,0.0,"2,000/170","2,000/170",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203535990,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203614697,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,20/23,70,SAME,False,"1,000",102,51,,20220204,,,,0,부평구 최고의 건물 신축 사무실임대,"['2년이내', '주차가능']",지식산업센터,1,0.0,"1,000/70","1,000/70",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203614697,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203614697,False,True,37.51533,126.727318,True,U1대박공인중개사사무소,fame0126,False,False,False,False,,N,,20220212
2203641983,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,9/22,,SAME,False,"4억 6,640",259,129,,20220204,,,,0,"9층 전용39 드라이브인 공장 전매 매물, 남향, 현장답사 가능","['2년이내', '주차가능', '엘리베이터', '보안']",지식산업센터,1,0.0,"4억 6,640","4억 6,640",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203641983,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203537654,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,1/22,,SAME,False,"7억 7,037",101,50,,20220204,,,,0,"1층 전용15.41 청천천쪽 상가 전매 매물, 호실내 방문 가능","['2년이내', '1층', '주차가능', '엘리베이터']",지식산업센터,1,0.0,"7억 7,037","7억 7,037",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203537654,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203575153,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,7/23,160,SAME,False,"1,600",213,106,,20220204,,,,0,U1 1층 입주 부동산 입니다 공장 앞 주차 가능 호실 임대,"['2년이내', '주차가능']",지식산업센터,1,0.0,"1,600/160","1,600/160",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203575153,,False,True,,False,False,37.51533,126.727318,True,U1채움공인중개사사무소,chaeum0831,False,False,False,False,,N,,20220212
2203649637,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,12/21,90,SAME,False,"2,000",130,65,동향,20220204,,,,0,"12층 전용19 사무실 임대 매물, 호실내 방문 가능","['2년이내', '융자금없는', '주차가능', '엘리베이터']",중소형사무실,1,0.0,"2,000/90","2,000/90",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203649637,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203638610,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,17/23,220,SAME,False,"2,200",283,141,,20220204,,,,0,"부평구 최고의 건물,최상의 컨디션 신축 사무실임대","['2년이내', '주차가능', '천장에어컨']",지식산업센터,1,0.0,"2,200/220","2,200/220",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203638610,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2203638610,False,True,37.51533,126.727318,True,U1대박공인중개사사무소,fame0126,False,False,False,False,,N,,20220212
2203520664,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,14/23,70,SAME,False,"1,000",102,51,,20220204,,,,0,"지식산업센타내 신축사무실.깨끗한 환경,교통편리.저렴한 임대료","['2년이내', '주차가능']",지식산업센터,1,0.0,"1,000/70","1,000/70",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203520664,,False,True,,False,False,37.51533,126.727318,True,풍경채공인중개사사무소,cjdfkvndrudcorhddls,False,False,False,False,,N,,20220212
2203532824,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,7/21,140,SAME,False,"1,500",193,96,,20220204,,,,0,"7층 전용29 드라이브인 공장 월세 매물, 현장답사 가능","['2년이내', '주차가능', '엘리베이터', '보안']",지식산업센터,2,0.0,"1,500/140","1,500/140",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203532824,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203533405,중소형사무실,R0,SMS,사무실,D01,사무실,A1,매매,DOC,5/23,,SAME,False,"2억 1,136",106,53,동향,20220204,,,,0,"5층 전용15.78 섹션오피스 전매 매물, 무피, 호실내 방문 가능","['2년이내', '테라스', '주차가능', '엘리베이터']",중소형사무실,1,0.0,"2억 1,136","2억 1,136",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203533405,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
2203432255,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,B1/23,120,SAME,False,"1,200",200,100,,20220204,,,,0,인천테크노밸리 U1센터하중높음제조형공장물류창고추천렌트프리가능,"['2년이내', '융자금없는', '주차가능', '엘리베이터']",지식산업센터,1,0.0,"1,200/120","1,200/120",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2203432255,,False,True,http://land.daara.co.kr/n_link.php?UID=2203432255,False,True,37.51533,126.727318,True,점프부동산중개주식회사 청라점,,False,False,False,False,,N,,20220212
2203534325,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,7/22,170,SAME,False,"2,000",214,107,,20220204,,,,0,"7층 전용32.35 드라이브인 공장 월세 매물, 현장답사 가능","['2년이내', '융자금없는', '주차가능', '엘리베이터']",지식산업센터,1,0.0,"2,000/170","2,000/170",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203534325,,False,True,,False,False,37.51533,126.727318,True,대우인천테크노밸리공인중개사사무소,2091122d,False,False,False,False,,N,,20220212
