매물번호,카테고리,거래분류,임대료,보증금,대지면적,연면적,부동산이름,매물확인날짜,광고형태,공개여부,상세주소,매물특징,매물설명,주소,건물이름
2204191486,지식산업센터,매매,,1억 500,33,29,모아부동산컨설팅공인,20220211,현장,Y,1209,공장 및 사무실 분양18ㅍ 전용9ㅍ 베란다1.5ㅍ,"공장등록가능
천장텍스
동력 삼상380산업용10~15kw",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204432927,공장,월세,120,"1,200",15788,114100,부평제이타워공인중개사사무소,20220211,소유자,Y,233호,전용 26ㅍ. 2층. 꼼꼼하게 옵션이 준비되어 있는 호실입니다.,"&gt;&gt;&gt; 도어락 설치 되어 있음.
&gt;&gt;&gt; 시스템 냉,난방기 설치 되어 있음.
&gt;&gt;&gt; 씽크대 설치 되어 있음.",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204435084,공장,월세,240,"2,000",15788,114100,부평제이타워공인중개사사무소,20220211,소유자,Y,323호,전용 52ㅍ. 3층.,*** 전용 52평의 넓은 쓰임.,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204443930,공장,월세,100,"1,000",15788,114100,부평제이타워공인중개사사무소,20220211,소유자,Y,1019호,,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204444785,공장,월세,50,500,15788,114100,부평제이타워공인중개사사무소,20220211,소유자,Y,1210호,전용 9ㅍ. 12층.,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204442024,공장,월세,300,"3,000",15788,114100,부평제이타워공인중개사사무소,20220211,소유자,Y,643호,전용 52ㅍ. 6층. 초역세권에 위치한 공장 타워. 내부 인테리어 완비.,"### 내부 인테리어 되어 있음.
### 내부 집기 구비.
### 시스템 냉,난방기 설치 되어 있음.",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204428088,공장,월세,120,"1,200",15788,114100,부평제이타워공인중개사사무소,20220211,소유자,Y,120호,"전용 26ㅍ. 1층,호실앞 물건 상하차가능","* 첫 입주 공장으로 인력 수급이 용이한 입주 조건.
* 호실 앞 주차 가능. 
* 5톤차 화물 상하차 가능.
* 베란다 서비스 공간 별도 있음.
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204415143,공장,월세,150,"1,500",15788,114100,부평제이타워공인중개사사무소,20220211,소유자,Y,437호,,"*** 복 층 시설 완비.
*** 시스템 냉,난방기 설치 완료.
*** 씽크대 설치 완료.
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204406817,공장,월세,90,"1,000",15778,86,나공단공인중개사사무소,20220211,,Y,840호,지식산업센터 신축 첫입주 전용 26ㅍ,"*신축지식산업센터 첫입주 
*내호실앞까지 차량진입하여 주차가능
*교통여건 좋은 위치 부평ic 바로앞
*임대료 저렴한 매물
*층고 6m 호실안에까지 차량진입",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204416365,공장,월세,120,"1,000",15788,114100,부평제이타워공인중개사사무소,20220211,,Y,236호,,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204056162,지식산업센터,월세,140,"1,500",98,86,나공단공인중개사사무소,20220210,현장,Y,437,신축 지식산업센터 복층구조로 인테리어 되어있는 호실,"*갈산역 인근 신축지식산업센터
*내호실앞 주차가능
*복층으로 인테리어 해놓은상태로 효율적이용 최고
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204309693,공장,월세,120,"1,200",15788,114100,부평제이타워공인중개사사무소,20220210,소유자,Y,108호,,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204224491,지식산업센터,월세,70,"1,000",84,43,제이타워공단부동산공인중개사사무소,20220210,,Y,1227,전용13 섹션오피스 소형공장,"▣ 전용13평
▣ 소형 공장
▣ 화물엘베 有",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204296531,지식산업센터,월세,130,"1,300",86,86,정보공인중개사사무소,20220210,,Y,부평제이타워3차지식산업센터1004호,"부평Ic초입,층고높음,호실앞차량진입,화물용엘리베이터","부평제이타워3차
1,경인고속도로 부평IC초입, 인천지하철갈산역5분거리
2.차량진입,드라이브인시스템
3.호실앞차량진입,화물엘리베이터
4.최대6.5m층고
5.고객이용이 편리한 상가전용 엘리베이터및에스컬레이터


정성을 다하겠습니다.정보부동산
 고객의 자산 항상 소중히 하겠습니다

정보공인중개사사무소

(등록:제41190-2021-000306)

☎ 032-624-0777 ☎ 010-2663-5949",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203841197,공장,월세,100,"1,000",15788,170,모아부동산컨설팅공인,20220209,현장,Y,1031,제이타워 10층 공장 임대  전용26,"층고5m
동력25kw(삼상380) 증설도가능
공장내 차량진입 및 상하차 가능
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203841301,중소형사무실,월세,70,"1,000",100,50,모아부동산컨설팅공인,20220209,현장,Y,1253호,공장형 사무실   전용15.37ㅍ 베란다1.5ㅍ,"공장등록 가능한 12층 사무실
대형 화물승강기 2기, 인승기 3기
동력 산업용15kw(삼상380)
부평IC 인접",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203841382,지식산업센터,월세,110,"1,200",98,86,모아부동산컨설팅공인,20220209,현장,Y,206,,"층고5.5M
동력25kw
2개호실 임대 가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203858666,지식산업센터,월세,100,"1,000",86,86,(주)공단부동산공인중개사사무소,20220209,소유자,Y,부평 제이타워3차 지식산업센터 제842호,,"* 서울7호선 부평구청역 환승 1개 정거장~
, 인천지하철 1호선 갈산역 도보5분~ 부평IC초입~
그 외 궁금한 사항이나 산업단지 입주관련 전화문의
주시면 자세한 상담 도와드리겠습니다~

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203860246,지식산업센터,매매,,"2억 9,500",86,86,(주)공단부동산공인중개사사무소,20220209,소유자,Y,부평 제이타워3차 지식산업센터 제842호,지식산업센터 전용26ㅍ 분양52ㅍ 드라이브인시스템 공장앞주차 복층가능 ,"* 프리미엄NO!!! 분양가로 매도, 평당 550만~ 
임차인있음~ 22년12월입주가~ 대형화물엘베~
인천1호선 갈산역 도보5분, 부평IC초입니다~ 
그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다~ 

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~ 
1000p 2000p~ 하시 입주가~ 

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2204039724,지식산업센터,매매,,"4억 3,000",224,113,부평산단공인중개사사무소,20220209,,Y,"12층 1201호, 1202호",12층 코너 양창의 계양산 전망의 사무실,"부평제이타워3차 지식산업센터의 최상의 호실로서
실입주와 투자하기 좋은 사무실입니다.



부평산단공인중개사사무소
032-650-5881",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203985360,공장,월세,90,"1,000",15788,114100,부평제이타워공인중개사사무소,20220209,,Y,1019,전용26ㅍ 발코니별도2.5ㅍ 소형신축공장,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203992082,지식산업센터,월세,120,"1,200",169,86,부평제이타워공인중개사사무소,20220209,,Y,119,1층 전용26ㅍ 베란다2.5ㅍ 중량기계가능 6.5m 가능,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203991775,지식산업센터,매매,,"3억 3,000",164,83,부평제이타워공인중개사사무소,20220209,,Y,525,,건물분 부가세별도,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203984275,공장,월세,50,500,15788,114100,부평제이타워공인중개사사무소,20220209,,Y,1210,소형사무실 또는 조립 전용9ㅍ 발코니별도,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203959526,지식산업센터,월세,50,500,57,29,부평제이타워공인중개사사무소,20220209,,Y,1210,소형사무실 전용9ㅍ 발코니 별도,,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203828269,지식산업센터,매매,,"1억 3,000",36,18,정연부동산공인중개사사무소,20220209,,Y,13-81호,풀옵션 복층형 월세끼고 매매,"정연부동산입니다.
 실사진 실매물 실가격을 약속드립니다.
허위매물이나 미끼매물 없이 픽업부터 계약체결
 그리고 입주까지 신속하고 정확하게 안전한 중개로
 최선을 다 하겠습니다.
어떠한 상담도 늘 감사한 마음으로 상담해 드리겠습니다.
  실사진과함께 정확한 매물 솔직한 마음으로 좋은 집을 소개해주고
   계약체결까지 마무리 하는 정연부동산

※ 공인중개사법 18조 2,3항에 의거하여
   해당 매물은 최초 게재일 당시
   거래가능한 실매물임을 확인하였으나
   광고 내용을 보는 시점에 거래가 완료되었을 수 있으므로 
   유선상으로 확인하시기 바랍니다.
   감사합니다.
   최선을 다 하겠 습니다.",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203903009,공장,매매,,"3억 3,000",4810,86,나공단공인중개사사무소,20220209,,Y,745호,신축지식산업센터 7층 전용 26ㅍ,"*갈산역인근 지식산업센터 
*교통편리하여 인력수급용이함
*층고6m 로 내공장 호실앞 주차가능
*내공장,내사무실 가질수있는 기회
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203841119,공장,월세,120,"1,200",15788,170,모아부동산컨설팅공인,20220209,,N,134,제이타워3차1층  분양51 전용29 베란다2.5,"-- 1층 공장 -- 
층고6m  지하층없음
동력25(삼상380) 증설가능
공장내 차량진입가능 상하차 가능
임가공(CNC,머시닝,밀링,범용등 다수) ,기계업종, 식품가공, 광고업,정보통신,  창고 및  도시형업종 모두가능
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203841056,지식산업센터,월세,100,"1,000",170,86,모아부동산컨설팅공인,20220209,,N,942호,제이타워3차9층공장 전용26ㅍ 베란다2.5ㅍ,"층고5m
동력25kw
공장내 차량진입가는 상하차 가능
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203341748,중소형사무실,월세,140,"1,400",187,95,모아부동산컨설팅공인,20220207,현장,Y,"11,361,137",공장등록 가능한 11층사무실  전용29ㅍ  베란다4.5ㅍ ,"천장텍스마감
11층 주차장
부평IC접함, 갈산역 도보7분거리
전기:산업용30kw",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203318257,지식산업센터,월세,110,"1,200",98,86,모아부동산컨설팅공인,20220207,현장,Y,314,공장  분양51ㅍ 전용26ㅍ 베란다2.5ㅍ,"3층공장  층고5m
동력25kw
공장 앞 상하차 가능 주차가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203332682,공장,월세,100,"1,000",15788,170,모아부동산컨설팅공인,20220207,현장,Y,606,공장내 차량진입 및 상하차가능  전용26 베란다2.5,"층고5m
부평IC접함",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203700535,지식산업센터,월세,130,"1,300",170,86,김규태공인중개사사무소,20220207,소유자,Y,부평 제이타워3차 지식산업센터 부평 제이타워3차 지식산업센터 1004호,부평제이타워3차 냉난방기 설치 차량 공장 내부로 진출입 가능,"O 물건특징 - 냉난방기 설치되어 있습니다.
             드라이브 인 시스템으로 공장 앞에 차량 2대를 주차할 수 있습니다. 
             슬라이딩 도어로 차량이 공장 안으로 진출입할 수 있습니다.
O 전철-인천지하철 1호선 갈산역 (476m) 도보 7분

부평 갈산동(갈산역)에서 또는 청천동에서 지식산업센터의 공장을 매매하거나 임대하실 때 또는 갈산역 인근의 지식산업센터를 매매하거나 임대차 하실 때 저희 김규태공인중개사를 찾아주시면 신뢰를 바탕으로 성심을 다해 중개하겠습니다.

문    의 : 갈산역 이안아파트 정문 앞 김규태공인중개사
전화번호 : 010-4513-1826 / 032-506-8924
등록번호 : 가3360-2858
주    소 : 인천광역시 부평구 평천로 305 (갈산동 160-17번지)",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202795669,공장,월세,110,"1,200",15788,170,모아부동산컨설팅공인,20220207,현장,Y,540,제이타워3차 5층 공장 임대  ,"전용26P 베란다2.5P
층고5.5m   
동력25kw(삼상380) 증설도 가능
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203514480,공장,월세,110,"1,000",15788,86,(주)공단부동산공인중개사사무소,20220207,소유자,Y,부평 제이타워3차 지식산업센터 제842호,지식산업센터 전용26ㅍ 드라이브인시스템 소형공장삼실또는전자쇼핑몰충전포장업,"*부평IC 입출 최적인 신축 분양52평~
인천1호선 갈산역 도보5분~ 대형화물엘베~
그 외 궁금한 사항이나 산업단지 입주관련 전화문의
주시면 자세한 상담 도와드리겠습니다~

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202293404,공장,매매,,"3억 4,600",15788,170,모아부동산컨설팅공인,20220207,현장,Y,434,,"2개호실 동시에 매매 가능합니다.
층고5.5m
동력25kw(삼상380)     증설도 가능
공장내 차량진입 및 상하차 가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203688684,지식산업센터,월세,130,"1,300",170,86,명공인중개사사무소,20220207,,Y,1004,최고의 시설 드라이브인 가능한 곳에서 사업 시작 하세요,"≡≡≡≡≡≡ 【 임대현황 】 ≡≡≡≡≡≡

◆소재지 : 갈산역 인근 도보5분
◆계약면적 : 약51평
◆전용면적 : 약26평
◆임대조건 : 보증금 1300만원, 월세 130만원
◆주차 가능 여부 : 가능
◆특징 : → 드라이브인 로얄층
           → 40평대 시스템에어컨 
           → 경인고속도로 서운IC, 서울외각 순환도로 계양IC접근성우수
            
※ 공인중개사법 18조 2,3항에 의거하여
해당 매물은 최초 게재일 당시
거래 가능한 실매물임을 확인하였으나
광고 내용을 보는 시점에 거래가 완료되었을 수 있으므로
거래 완료 여부 및 자세한 내용은
유선 상으로 확인해주시기 바랍니다.

★ 물건에 관해 궁금하신 사항은 언제든지 방문하여주시면
원하는 조건에 맞는 또 다른 물건들을 다양하게
비교해서 보실 수 있습니다.

★ 고객님이 만족하실 수 있는 물건을 구해 드리기
위해 최선을 다하겠습니다.

▣ 명공인중개사사무소 ▣
☎ 032-328-0081/☎ 010-9478-9574",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203761946,지식산업센터,월세,130,"1,300",172,86,미래공인중개사사무소,20220207,,Y,1004호,부평제이타워3차 전용26 갈산역5분  난방기설치 사무실,"부평제이타워3차 전용26 갈산역5분  난방기설치 사무실
- 문의, 방문 언제나 환영하며 다양한 매물
확보하고 있습니다.
-성실, 신속, 정확한 중개사로서 고객의 재산과 인연을
소중하게 생각합니다
-복드리는 미래부동산",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201480110,공장,매매,,"3억 2,000",15778,86,(주)공단부동산공인중개사사무소,20220207,현장,Y,745,분양받은금액그대로 신축아파트형공장 전용26ㅍ 분양52ㅍ 드라이브인시스템 ,"**공장앞 주차, 부평IC와 접해있어 물류접근성 쵝오~ 
인천1호선 갈산역 도보5분~ 대형화물엘베~
그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다~

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201534858,지식산업센터,월세,130,"1,500",98,86,모아부동산컨설팅공인,20220207,현장,Y,1030,,"전용26P/베란다2.5.P/복층29P 
드라이브인 10층공장
공장앞 .5톤 차량 진입 가능 상하차 가능
동력25KW(삼상380)
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203678182,지식산업센터,월세,100,"1,000",98,86,모아부동산컨설팅공인,20220207,,Y,1039호,공장내 차량진입 및 상하차가능 분양51ㅍ 전용26ㅍ,"10층 공장
층고5m
동력 산업용25kw /증설가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203677323,중소형사무실,월세,80,"1,000",100,50,모아부동산컨설팅공인,20220207,,Y,1259호,"냉난방기,책장,사무실,전용15ㅍ  베란다2ㅍ","12층 공장 등록 가능한 사무실 
천장 텍스 마감
동력10~15kw(산업용)
갈산역 도보 7분거리, 부평IC인접한 교통요지",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203344169,공장,월세,110,"1,200",15788,169,모아부동산컨설팅공인,20220207,,Y,330,,"3층 공장,층고5.5m
동력25kw(삼상380) 증설도 가능

",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203314407,지식산업센터,월세,130,"1,300",86,86,공단타워공인중개사사사무소,20220207,,Y,131호 일부,,"●전용25P  
●층고 3.5m  ,3m
●복층되어있음
●주변입지조건 좋음 
●대형차 진입용이하며 갈산역도보5분 인력수급원활한지역



이 외 공장 지식산업센터 상가 평수 층수 다양하게
매물을 보유하고 있습니다. 원하시는 조건을 맞춰드리겠습니다. 
전화 주시면 성실하고 친절하게 상담 드리겠습니다.",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201352602,지식산업센터,월세,120,"1,200",98,86,모아부동산컨설팅공인,20220207,현장,Y,104,지층없는 공장   전용26ㅍ  베란다2.5ㅍ,"1층 공장 , 지하가 없는 관계로 진동 없음
CNC,머시,임가공 적극추천
층고6M, 동력 삼상380 25kw(증설도 가능)
2개호길 또는 3개호실 동시 임대가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201230303,지식산업센터,월세,110,"1,100",96,84,모아부동산컨설팅공인,20220207,현장,Y,425,제이타워3차 6층 공장내 차량진입 및 상하차 가능 ,"6층 공장  분양 51p 전용29p 발코니2.5p
부평IC인접함
층고5m
동력25kw     ",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201091437,중소형사무실,월세,70,"1,000",100,50,모아부동산컨설팅공인,20220207,현장,Y,1252,,"천장텍스 시공
대형 화물승강기
동력: 삼상380(산업용10kw) - 증설가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202276967,공장,월세,110,"1,500",15788,95,(주)공단부동산공인중개사사무소,20220207,소유자,Y,부평 제이타워3차 지식산업센터 제101호,최저가 1층신축공장창고 전용26ㅍ 공장차량진출입가 층고5.6m 부평IC ,"**공장앞 주차, 부평IC인접하여 물류접근성 쵝오~ 
인천1호선 갈산역 도보5분~ 대형화물엘베~
그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다~

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202282077,공장,매매,,"2억 9,500",15788,95,(주)공단부동산공인중개사사무소,20220207,소유자,Y,부평 제이타워3차지식산업센터제101호,지식산업센터 전용26ㅍ 분양52ㅍ 공장안차량진출입주차가 소형공장전자쇼핑몰,"**임대낀 매물임(수익률4.3%) 공장앞 주차도 가능합니다~ 
부평IC인접하여 물류접근성도 아주 좋습니다~ 
기타 궁금한 사항 전화문의주시면 자세한 상담 도와 드리겠습니다~

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202275760,공장,매매,,"15억 2,000",15788,95,(주)공단부동산공인중개사사무소,20220207,소유자,Y,부평 제이타워3차 지식산업센터 제101호,신축아파트형공장 상하차쵝오 분양211ㅍ 전용109ㅍ 공장안차량진출입복층가,"**공장앞 주차, 부평IC인접하여 물류접근성 쵝오~ 
인천1호선 갈산역 도보5분~ 대형화물엘베~
그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다~

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203675839,지식산업센터,월세,100,"1,000",169,86,모아부동산컨설팅공인,20220207,,N,613호,제이타워3차 공장  분양51ㅍ 전용26ㅍ ,"6층공장
베란다2.5평
층고5m
공장앞 주차가능, 상하차 가능",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2200751662,지식산업센터,매매,,"2억 9,600",98,86,모아부동산컨설팅공인,20220207,현장,Y,1024,제이타워3차 공장 전용26ㅍ 베란다2.5ㅍ,"10층 공장 고5m
동력25kw(삼상380) - 증설가능
공장내 2.5톤 차량 진입가능, 상하차 가능
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203034227,지식산업센터,매매,,"20억 3,136",1021,517,금강공인중개사사무소,20220207,,Y,3층314 315 316 317 318 319호,"갈산역세권, 현재 5년 병원임대완료, 투자수익10프로 ",수익률 최상의 지식산업센타 지원시설 ,인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2203294359,지식산업센터,월세,110,"1,200",170,86,모아부동산컨설팅공인,20220207,,N,4층429호,,"동력25kw(삼상380)
공장앞 차량진입 및 상하차 가능
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202969713,지식산업센터,매매,,"3억 9,600",170,86,구월공인중개사사무소,20220207,,Y,인천광역시 부평구 청천동426-1 215호,내과 .정형외과 한방병원으로  임대중,"현) 한방병원 매매 총 호수  215호 216호 217호 218호 219호
 총 공급면적188.28평  총 전용면적 95.33평
총 매매대금 19억8천만원
 총보8천만 월790만으로 임대중",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202795684,지식산업센터,월세,100,"1,000",170,86,모아부동산컨설팅공인,20220207,,Y,936호,제이타워3차 공장  전용26,"9층공장
공장앞 차량진입가능
층고5m
동력25kw(사용량만 자동 측정 전기료부과) 산업단지내라 전기요금이 저렴해요",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202862869,지식산업센터,월세,120,"1,200",170,86,제이타워공단부동산공인중개사사무소,20220207,,Y,108호,전용26 저층 드라이브인 호실앞주차,"▣ 부평IC 바로 앞 지식산업센터
▣ 저층 임대
▣ 드라이브인 호실 앞 주차가능
▣ 구내식당, 은행, 커피숍, 스크린골프장 등 입점
▣ 신축 지식산업센터",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2202860702,지식산업센터,매매,,"3억 6,500",170,86,구월공인중개사사무소,20220207,,Y,인천광역시 부평구 청천동426-1 314호,내과.정형외과.한방병원 입점 진료중,"2층 현)한방종합 병원 314호 315호 316호 317호 318호 319호 총 분양면적 225.22평 전용면적 114.03평
총 보증금 8천만원  월세790만원 부가세별도
총 매매금액 21억9천",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2200635010,지식산업센터,월세,110,"1,200",98,86,모아부동산컨설팅공인,20220207,현장,Y,541,,"공장앞 상하차 및 주차 가능
층고5.5m
동력 삼상380,25kw
융자금은 공동 담보임
",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
2201617951,지식산업센터,월세,140,"2,000",86,86,(주)공단부동산공인중개사사무소,20220207,소유자,Y,부평 제이타워3차 지식산업센터 제102호,신축전용29ㅍ 삼실쇼핑몰소형경량공장 부평IC 인천1호선갈산역5분 창고가 ,"* 드라이브인시스템, 전용29평, 분양58평,
인천1호선 갈산역 도보5분~ 대형화물엘베~ 
그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다~ 

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,부평 제이타워3차 지식산업센터
