articleNo,articleName,articleSubName,cpId,cortarNo,tradeBuildingTypeCode,exposeStartYMD,exposeEndYMD,articleConfirmYMD,tradeCompleteYN,totalDongCount,buildingTypeName,articleStatusCode,articleTypeCode,realestateTypeCode,realestateTypeName,tradeTypeCode,tradeTypeName,verificationTypeCode,verificationTypeName,applyYN,directTradeYN,mapLocationIndicationYn,latitude,longitude,location,pnu,cityNo,cityName,divisionName,sectionName,realtorId,walkingTimeToNearSubway,grandPlanList,detailAddress,etcAddress,exposureAddress,virtualAddressYn,roomCount,bathroomCount,householdCount,moveInTypeCode,moveInTypeName,moveInPossibleYmd,monthlyManagementCost,buildingName,buildingTypeCode,articleFeatureDescription,detailDescription,parkingCount,parkingPossibleYN,duplexYN,floorLayerName,hasBuildingUnitInfo,lawUsage,tagList,isInterest,isFalseHoodDeclared,isBlockFalseHood,detailAddressYn,isComplex,isOwnerTradeCompleted,currentUsage,recommendUsage,electricPowerTypeCode,electricPowerTypeName,moveInDiscussionPossibleYN,jibunAddressExposureYn,nnhscpPlanBildNo
2203431193,중소형사무실,,SERVE,2823710500,SPOFC,20220203,20220305,20220203,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.5071521,126.7357184,,2.82371050010461e+18,2800000000,인천시,부평구,삼산동,da10080,5,,,307,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,20220315,300000.0,,D0102,"삼산동 굴포천역 3분거리,특A급 인테리어 사무실",,1.0,N,N,단층,False,제2종 근린생활시설,"25년이내,융자금없는,역세권,관리비30만원이하",False,False,False,N,False,False,,,,,협의가능,,
2203445112,대형사무실 삼산빌딩,,SERVE,2823710500,SPOFC,20220203,20220305,20220203,N,0,대형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.5223149,126.7393068,,2.82371050010053e+18,2800000000,인천시,부평구,삼산동,baren11,0,,,5층전체,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,0.0,삼산빌딩,D0101,삼산동 중대형 상가 임대 주차무료1대 엘베있음,"바른부동산공인중개사사무소  
개설등록번호: 41190-2021-00005
대표: 김  형  주 
 
성실, 신속, 정확하고 안전한 중개사로써 고객의 재산과 
인연을 소중하게 생각하겠습니다. 
부천.인천 APT 오피스텔 빌라등 매매.전세.월세 다양한 매물 보유중입니다.
궁금하신 사항은 문의 주시면 성실하게 설명해 드리겠습니다.

위치 : 삼산동
조건 :   2000/120        
입주조건 : 협의가능

※ 삼산동 중대형 상가 임대 주차무료1대 엘베있음 60평

부천지역내 다양한 상가,사무실 보유중 매매,임대 접수 언제든 연락주세요.
",9.0,N,N,단층,False,제1종 근린생활시설,"25년이내,융자금없는,엘리베이터,남향",False,False,False,N,False,False,,,,,,,
2204208329,중소형사무실 대상프라자,,bizmk,2823710500,SPOFC,20220209,20220311,20220209,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,N,37.507899,126.7351053,,2.8237105001046e+18,2800000000,인천시,부평구,삼산동,5533900,5,,,대상프라자 801호 일부,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,0.0,대상프라자,D0102,"7호선 굴포천역안 중심상가, 학원,사무실 추천합니다.","삼산동 7호선 굴포천역 상업지안에 위치한 베스트공인중개사입니다.♡♡♡

소사무실로도 사용하기에 최적의 사무실입니다.
대표실과 천정형 시스템 냉난방기가 설치되어 있고,
사무집기만 들어오면 바로 사용가능하며 주차지원이 되는 사무실입니다.

베스트부동산은요~
역세권 상가,일반음식점, 사무실, 대덕 리치아노,등 상가전문 중개사무소입니다.^.^
전화주시면 마음에 드는 대박 사무실 및 상가를 추천해드리겠습니다.
☏☎☏ 032-553-3900  언제든 전화주세요^^ 
믿고 맡길수 있는 최고의 부동산중개로 보답해 드리겠습니다. 
오늘도 어제보다 조금 더 행복한 하루되십시오~♡♡♡♡♡",49.0,Y,N,단층,False,의료시설,"25년이내,역세권,주차가능,엘리베이터",False,False,False,N,False,False,,,,,협의가능,,
2203207479,대형사무실 삼산상업지역,,DRAPT,2823710500,SPOFC,20220129,20220228,20220129,N,0,대형사무실,R0,D01,SMS,사무실,A1,매매,OWNER,소유자,N,N,N,37.5075938,126.7347552,,2.8237105001046e+18,2800000000,인천시,부평구,삼산동,goodfl01,4,,,601 602,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,20230507,0.0,삼산상업지역,D0101,수익률 5.3  굴포천역세권 안정된투자 추천,"──────────▣&#160;매물설명&#160;▣───────
■ 매가 7억
■ 보증금 3,000만원/ 월세 300만
■ 업종 : 사무실 시설 잘되어 있음
■ 수익률 : 5.3%
────────────────────────

◈ 인천, 부천, 서울, 수도권상가, 대형 오피스, 토지 전문
◈ 상가 사무실 매물 다량 확보
◈ 협력업소와 매물 공유 신속중개
◈ 의뢰자 조건에 맞게 책임중개
◈ 매도/매수/임대/임차 의뢰 대환영
◈ 한번 맺은 인연 끝까지 관리 해드립니다.

올리브 공인중개사 사무소
대표 공인중개사 김섭
인천시 부평구 체육관로 27, 7단지 A상가 111호(삼산동, 삼산타운)

직통번호 : 032-330-4800, 등록번호 : 가3360-3906

네이버블로그  https://biog.naver.com/goodfl
Email  olive4800@gmail.com
카카오 ID olive4800
페이스북  olive4800

◎ 100% 실사진, 진짜 매물 취급
◎ 카톡, 문자 상담 대환영

──────────▣&#160;주요업무&#160;▣───────────────
부동산 자산관리/부동산 매입 및 매각/부동산투자/프랜차이즈 점포개발
주거용,상업용,업무용 매매 및 임대차/분양 및 임대대행/부동산 시장분석
────────────────────────────────

협력업소
강남 레몬트리, 홍대 레몬트리, 마포 글로벌서울, 연남동 명성
상동 스타, 갈산동 나은, 산곡동 황금, 송림동 판",,,N,단층,False,제2종 근린생활시설,"25년이내,역세권,북향",False,False,False,N,False,False,,,,,,,
2204052451,대형사무실,,bizmk,2823710500,SPOFC,20220208,20220310,20220208,N,0,대형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,N,37.5072852,126.7332139,,2.82371050010464e+18,2800000000,인천시,부평구,삼산동,5533900,1,,,엘림타워 801호,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,0.0,,D0101,"7호선 굴포천역안 중심상가, 학원,사무실 추천합니다.","삼산동 7호선 굴포천역 상업지안에 위치한 베스트공인중개사입니다.♡♡♡

베스트부동산은요~
역세권 상가,일반음식점, 사무실, 대덕 리치아노,등 상가전문 중개사무소입니다.^.^
전화주시면 마음에 드는 대박 사무실 및 상가를 추천해드리겠습니다.
☏☎☏ 032-553-3900  언제든 전화주세요^^ 
믿고 맡길수 있는 최고의 부동산중개로 보답해 드리겠습니다. 
오늘도 어제보다 조금 더 행복한 하루되십시오~♡♡♡♡♡",49.0,Y,N,단층,False,교육연구시설,"15년이내,역세권,주차가능,엘리베이터",False,False,False,N,False,False,,,,,협의가능,,
2202459404,중소형사무실 삼산상업지역,,DRAPT,2823710500,SPOFC,20220122,20220221,20220122,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,OWNER,소유자,N,N,Y,37.507899,126.7351053,,2.8237105001046e+18,2800000000,인천시,부평구,삼산동,goodfl01,5,,,401호 일부,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,20220130,0.0,삼산상업지역,D0102,굴포천역 상업지역 소형사무실 입주협의 조용한 건물,,,,N,단층,False,제1종 근린생활시설,"25년이내,융자금없는,역세권,엘리베이터",False,False,False,N,False,False,,,,,협의가능,,
2204052006,중소형사무실 삼성프라자,,bizmk,2823710500,SPOFC,20220208,20220310,20220208,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,N,37.5079135,126.7347808,,2.8237105001046e+18,2800000000,인천시,부평구,삼산동,5533900,5,,,삼성프라자 501호 일부,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,0.0,삼성프라자,D0102,"7호선 굴포천역안 중심상가, 학원,사무실 추천합니다.","삼산동 7호선 굴포천역 상업지안에 위치한 베스트공인중개사입니다.♡♡♡

근접성 좋은 예쁜 소형사무실입니다. 

베스트부동산은요~
역세권 상가,일반음식점, 사무실, 대덕 리치아노,등 상가전문 중개사무소입니다.^.^
전화주시면 마음에 드는 대박 사무실 및 상가를 추천해드리겠습니다.
☏☎☏ 032-553-3900  언제든 전화주세요^^ 
믿고 맡길수 있는 최고의 부동산중개로 보답해 드리겠습니다. 
오늘도 어제보다 조금 더 행복한 하루되십시오~♡♡♡♡♡",25.0,Y,N,단층,False,제2종 근린생활시설,"15년이내,융자금없는,역세권,주차가능",False,False,False,N,False,False,,,,,협의가능,,
2202977858,중소형사무실 삼산상업지역,,DRAPT,2823710500,SPOFC,20220127,20220226,20220127,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,OWNER,소유자,N,N,N,37.5082736,126.7354785,,2.82371050010459e+18,2800000000,인천시,부평구,삼산동,goodfl01,7,,,803,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,20220205,0.0,삼산상업지역,D0102,아파트 밀집지역 현재 학원자리 학원 사무실 추천,"──────────▣&#160;매물설명&#160;▣───────
■ 임대료 : 보증금 2,500만원/ 월세 170만
■ 해당층 : 10층
■ 특징 : 학원건물로 학원 추천
■ 추천업종 : 학원 사무실 추천
────────────────────────

◈ 인천, 부천, 서울, 수도권상가, 대형 오피스, 토지 전문
◈ 상가 사무실 매물 다량 확보
◈ 협력업소와 매물 공유 신속중개
◈ 의뢰자 조건에 맞게 책임중개
◈ 매도/매수/임대/임차 의뢰 대환영
◈ 한번 맺은 인연 끝까지 관리 해드립니다.

올리브 공인중개사 사무소
대표 공인중개사 김섭
인천시 부평구 체육관로 27, 7단지 A상가 111호(삼산동, 삼산타운)

직통번호 : 032-330-4800, 등록번호 : 가3360-3906

네이버블로그  https://biog.naver.com/goodfl
Email  olive4800@gmail.com
카카오 ID olive4800
페이스북  olive4800

◎ 100% 실사진, 진짜 매물 취급
◎ 카톡, 문자 상담 대환영

──────────▣&#160;주요업무&#160;▣───────────────
부동산 자산관리/부동산 매입 및 매각/부동산투자/프랜차이즈 점포개발
주거용,상업용,업무용 매매 및 임대차/분양 및 임대대행/부동산 시장분석
────────────────────────────────

협력업소
강남 레몬트리, 홍대 레몬트리, 마포 글로벌서울, 연남동 명성
상동 스타, 갈산동 나은, 산곡동 황금, 송림동 판",,,N,단층,False,제2종 근린생활시설,"25년이내,융자금없는,역세권,남향",False,False,False,N,False,False,,,,,협의가능,,
2202144999,중소형사무실,,sunbang,2823710500,SPOFC,20220120,20220219,20220120,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,OWNER,소유자,N,N,Y,37.5072045,126.7347338,,2.82371050010461e+18,2800000000,인천시,부평구,삼산동,walnutree015,3,,,제5층 제501호,인천시 부평구 삼산동,N,-,-,1.0,MV001,즉시입주,NOW,0.0,,D0102,대로변 굴포천역세권인근 중소형사무실,사무실 의원 추천,0.0,N,N,단층,False,제1종 근린생활시설,"4년이내,융자금적은,역세권,엘리베이터",False,False,False,N,False,False,,,,,,,
2202239539,중소형사무실,,sunbang,2823710500,SPOFC,20220120,20220219,20220120,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,NDOC1,소유자,N,N,Y,37.507899,126.7351053,,2.8237105001046e+18,2800000000,인천시,부평구,삼산동,walnutree015,5,,,제8층제801-1호,인천시 부평구 삼산동,N,-,-,8.0,MV001,즉시입주,NOW,0.0,,D0102,핵심상권내 굴포천역세권인근 중소형사무실,인테리어 굿...남향 시스템에어컨,0.0,N,N,단층,False,제1종 근린생활시설,"25년이내,융자금적은,역세권,엘리베이터",False,False,False,N,False,False,,,,,,,
2203180095,중소형사무실,,industry,2823710500,SPOFC,20220129,20220228,20220129,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.50722,126.7341976,,2.82371050010464e+18,2800000000,인천시,부평구,삼산동,harvard-re2019,3,,,12층중일부,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,,,D0102,굴포천역 도보5분거리 건물외관 우수함,"▣ 임대 매물정보 ▣

# 굴포천역  도보 5분 거리
# 외곽순환도로 중동IC 5분거리
# 실평수 : 전용 75평
# 세부사항 : 12층중일부
# 임대 : 보증금 2,800만원/월세 280만원
# 추천업종 : 사무실

☞ 궁금하시거나 필요한 내용 전화주시면 친절히 상담해 드리겠습니다.

☞ 물건 광고를 진행해 드립니다. 광고가 필요하신 물건 있으시면 바로 연락 주세요.

☞ 이 외에도 다수의 물건이 준비되어 있습니다. 전화주셔서 필요한 부분만 말씀해 주세요^^


※ 내 재산을 지키고자하는 마음으로 안전하고 가치있는 물건만을 찾아봐드리며
※ 믿고 맏겨주신 만큼 원하시는 조건의 물건이 맞춰질때까지 꼼꼼히 조율하고 매칭해 드립니다.
※ 힘들게 발품팔지 마시고 한번의 통화로 만족스런 계약까지 진행하시기 바랍니다~^^

믿고 찾아주시는 하버드부동산공인중개사사무소.


************************************************

하버드부동산 032-666-8949, 010-2432-5577

************************************************",2.0,Y,N,단층,False,업무시설,"10년이내,융자금없는,역세권,주차가능",False,False,False,N,False,False,,,,,협의가능,N,
2203591726,상가건물,,bizmk,2823710500,BILD,20220204,20220306,20220204,N,0,,R0,D04,GM,건물,A1,매매,DOC,,N,N,N,37.5224814,126.735599,,2.82371050010374e+18,2800000000,인천시,부평구,삼산동,bsk6804,0,,,건물전체,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,0.0,,,도로변 코너 ,"* 단층 건물로 매수인 직접 사용 가능 바닥면적 약)57
* 차량유동 많아 광고성 접근성 좋음
* 주변 빌라 아파트 밀집으로 배후지 단단
* 오랜기간 식당등 운영했던 자리

* 서울 수도권 건물 빌딩 수익용 부동산 매매 전문
* 오랜 경력 100%실매물 풍부한 매물 상시 확보중
* 정확한 정보와 신뢰의 월드부동산으로 문의 주세요
",0.0,,N,단층,False,제1종 근린생활시설,25년이상,False,False,False,N,False,False,,,,,,,
2203620846,중소형사무실,,SERVE,2823710500,SPOFC,20220204,20220306,20220204,N,0,중소형사무실,R0,D01,SMS,사무실,A1,매매,DOC,,N,N,N,37.508239,126.7361334,,2.82371050010459e+18,2800000000,인천시,부평구,삼산동,da10080,8,,,1204,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,20261231,0.0,,D0102,,,1.0,N,N,단층,False,제2종 근린생활시설,25년이내,False,False,False,N,False,False,,,,,협의가능,,
2201881010,중소형사무실,,sunbang,2823710500,SPOFC,20220117,20220216,20220117,N,0,중소형사무실,R0,D01,SMS,사무실,A1,매매,NDOC1,소유자,N,N,Y,37.508239,126.7361334,,2.82371050010459e+18,2800000000,인천시,부평구,삼산동,walnutree015,8,,,제6층 제601호제602호,인천시 부평구 삼산동,N,-,-,2.0,MV001,즉시입주,NOW,0.0,,D0102,"학원이나, 법인사무소로 추천",7호선 초역세권에 위치하면 조망권 우수한 코너 상가임,1.0,Y,N,단층,False,제1종 근린생활시설,"25년이내,역세권,주차가능,엘리베이터",False,False,False,N,False,False,,,,,,,
2203343662,대형사무실,,bizmk,2823710500,SPOFC,20220203,20220305,20220203,N,0,대형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,N,37.5072852,126.7332139,,2.82371050010464e+18,2800000000,인천시,부평구,삼산동,tlsgksqnehdtks1,1,,,엘림타워 11층 1101호,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,0.0,,D0101,"7호선 초초역세권,대형평수 사무실","7호선 굴포천역의 초역세권에 위치한 대형사무실로 출퇴근이 무척 편리합니다.
주변 병의원, 카페, 사무실등등이 밀집된 상권으로 유동인구가 많아서 생활환경이 잘 조성되어 있습니다.

◈---딱맞는 최고의 매물만을 추천해 드립니다---◈
★ 교통 - 7호선 굴포천역 지하철,버스,자동차등 교통 원활
☆ 주변인프라 -  마트, 학원, 병의원, 사무실, 식당, 초중고등 대단지 아파트에 둘러싸여있습니다.★★ 

 ◈◈◈ 신한부동산공인중개사사무소 ◈◈◈

*문의전화: 032-512-8100 (신한부동산:7호선굴포천역에서 도보로1분^^)
☎ 24시간 상담 가능 : 010-7918-8959

▶ 상가,사무실,오피스텔,아파트등 매매, 전,월세 전문 신한 부동산 입니다 
▶ 신뢰와 책임중개로 고객님의 입장에서 만족하는 중개를 약속드립니다.
▶ 허위매물에 속지마시고 문자나 전화상담 언제든지 환영합니다.",1.0,Y,N,단층,False,제2종 근린생활시설,"15년이내,융자금없는,역세권,주차가능",False,False,False,N,False,False,,,,,,,
2203350584,중소형사무실,,bizmk,2823710500,SPOFC,20220203,20220305,20220203,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,N,37.5072635,126.733541,,2.82371050010464e+18,2800000000,인천시,부평구,삼산동,tlsgksqnehdtks1,2,,,현대아이프라자 11층 1101호 일부,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,0.0,,D0102,"남향,초역세권,최신인테리어,냉난방기,씽크대설치,LED","7호선 굴포천역의 초역세권에 위치한 사무실로 출퇴근이 무척 편리합니다.
주변 병의원, 카페, 사무실등등이 밀집된 상권으로 유동인구가 많아서 생활환경이 잘 조성되어 있습니다.

◈---딱맞는 최고의 매물만을 추천해 드립니다---◈
★ 교통 - 7호선 굴포천역 지하철,버스,자동차등 교통 원활
☆ 주변인프라 -  마트, 학원, 병의원, 사무실, 식당, 초중고등 대단지 아파트에 둘러싸여있습니다.★★ 

 ◈◈◈ 신한부동산공인중개사사무소 ◈◈◈

*문의전화: 032-512-8100 (신한부동산:7호선굴포천역에서 도보로1분^^)
☎ 24시간 상담 가능 : 010-7918-8959

▶ 상가,사무실,오피스텔,아파트등 매매, 전,월세 전문 신한 부동산 입니다 
▶ 신뢰와 책임중개로 고객님의 입장에서 만족하는 중개를 약속드립니다.
▶ 허위매물에 속지마시고 문자나 전화상담 언제든지 환영합니다.",1.0,Y,N,단층,False,제1종 근린생활시설,"15년이내,융자금없는,역세권,주차가능",False,False,False,N,False,False,,,,,협의가능,,
2203444004,중소형사무실,,SERVE,2823710500,SPOFC,20220203,20220305,20220203,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,N,37.5072045,126.7347338,,2.82371050010461e+18,2800000000,인천시,부평구,삼산동,da10080,3,,,804,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,0.0,,D0102,"삼산동 굴포천7호선 3분거리,입주가능,룸1개",,1.0,N,N,단층,False,제2종 근린생활시설,"25년이내,융자금없는,역세권",False,False,False,N,False,False,,,,,,,
2203357033,중소형사무실 대경프라자,,SERVE,2823710500,SPOFC,20220203,20220305,20220203,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,N,37.5083585,126.7336271,,2.82371050010462e+18,2800000000,인천시,부평구,삼산동,jihye00318,3,,,"8층,804호",인천시 부평구 삼산동,N,-,-,20.0,MV001,즉시입주,20210925,80000.0,대경프라자,D0102,,사무실이나 교습소사용 가능함/굴포천역3분//,40.0,N,N,단층,False,제2종 근린생활시설,"25년이내,역세권,관리비10만원이하,엘리베이터",False,False,False,N,False,False,학원,,,,협의가능,,
2203276645,창고 창고,,DRAPT,2823710500,BILD,20220203,20220305,20220203,N,0,창고,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,N,37.5232191,126.7339606,,2.82371050010372e+18,2800000000,인천시,부평구,삼산동,lsych1177,0,,,씨동2층일부,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,213000.0,창고,E0202,"2층85,부평ic,대로변으로 접근성용이,화물승강기있음","* 2층85p,
* 부평ic,대로변으로 접근성용이,
* 화물승강기있음",3.0,,N,단층,False,공장,25년이상,False,False,False,N,False,False,창고,"창고,공장",1.0,25kw이하,,,
2202876254,중소형사무실,,bizmk,2823710500,SPOFC,20220126,20220225,20220126,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.5071521,126.7357184,,2.82371050010461e+18,2800000000,인천시,부평구,삼산동,sam3300600,5,,,미라쥬타워 507호중 일부,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,200000.0,,D0102,,"1.시내.외버스정류장,중동IC 및 굴포천역이 도보5분이내 거리로 출퇴근.통학이 용이합니다
2.주변에 삼산체육관.공원.학원.롯데마트.금융기관.종합병원.사회복지시설.관공서등 
  중심상가가 가까이 위치해 있어 직장생활하기 아주 편리합니다
3.크고 작은 상가 및 사무실 다량보유하고 있습니다
4.부천영상문화단지 개발호재가 많은 지역입니다
  (2022년 착공예정,2026년 완공예정,소요비용:4조2900만원예상)
5.기타 궁금한 사항이 있으시면 032)330-0600으로 연락주세요
 성심성의껏 상담해 드리겠습니다
 저희 삼성부동산은 삼산타운7단지상가 정문에 있습니다",0.0,,N,단층,False,제2종 근린생활시설,"25년이내,융자금적은,역세권,관리비20만원이하",False,False,False,N,False,False,,,,,,,
2202745604,중소형사무실,,SERVE,2823710500,SPOFC,20220125,20220224,20220125,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.5072852,126.7332139,,2.82371050010464e+18,2800000000,인천시,부평구,삼산동,da10080,1,,,701호중 일부,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,600000.0,,D0102,"굴포천역 1분,깔끔한 사무실",,1.0,N,N,단층,False,제2종 근린생활시설,"25년이내,융자금없는,역세권,관리비60만원이하",False,False,False,N,False,False,,,,,협의가능,,
2202776410,중소형사무실,,bizmk,2823710500,SPOFC,20220125,20220224,20220125,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.5078829,126.7354222,,2.8237105001046e+18,2800000000,인천시,부평구,삼산동,sam3300600,6,,,SM프라자 403호,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,100000.0,,D0102,,"1.시내.외버스정류장,중동IC 및 굴포천역이 도보5분이내 거리로 출퇴근.통학이 용이합니다
2.주변에 삼산체육관.공원.학원.롯데마트.금융기관.종합병원.사회복지시설.관공서등 
  중심상가가 가까이 위치해 있어 직장생활하기 아주 편리합니다
3.크고 작은 상가 및 사무실 다량보유하고 있습니다
4.부천영상문화단지 개발호재가 많은 지역입니다
  (2022년 착공예정,2026년 완공예정,소요비용:4조2900만원예상)
5.기타 궁금한 사항이 있으시면 032)330-0600으로 연락주세요
 성심성의껏 상담해 드리겠습니다
 저희 삼성부동산은 삼산타운7단지상가 정문에 있습니다",0.0,,N,단층,False,제2종 근린생활시설,"25년이내,융자금없는,역세권,관리비10만원이하",False,False,False,N,False,False,,,,,,,
2202664703,중소형사무실 삼산상업지역,,DRAPT,2823710500,SPOFC,20220125,20220224,20220125,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.5072852,126.7332139,,2.82371050010464e+18,2800000000,인천시,부평구,삼산동,goodfl01,1,,,1001,인천시 부평구 삼산동,N,-,-,1.0,MV001,즉시입주,20221220,0.0,삼산상업지역,D0102,굴포천역 초역세권 사무실 건물관리 잘되어 있어 깨끗 입주협의,"──────────▣&#160;매물설명&#160;▣───────
■ 임대료 : 보증금 3,000만원/ 월세 200만
■ 해당층 : 10층
■ 특징 : 앞이 트여있어 전망 굿
■ 추천업종 : 병원, 학원, 사무실(도시가스 연결 안됨)
────────────────────────

◈ 인천, 부천, 서울, 수도권상가, 대형 오피스, 토지 전문
◈ 상가 사무실 매물 다량 확보
◈ 협력업소와 매물 공유 신속중개
◈ 의뢰자 조건에 맞게 책임중개
◈ 매도/매수/임대/임차 의뢰 대환영
◈ 한번 맺은 인연 끝까지 관리 해드립니다.

올리브 공인중개사 사무소
대표 공인중개사 김섭
인천시 부평구 체육관로 27, 7단지 A상가 111호(삼산동, 삼산타운)

직통번호 : 032-330-4800, 등록번호 : 가3360-3906

네이버블로그  https://biog.naver.com/goodfl
Email  olive4800@gmail.com
카카오 ID olive4800
페이스북  olive4800

◎ 100% 실사진, 진짜 매물 취급
◎ 카톡, 문자 상담 대환영

──────────▣&#160;주요업무&#160;▣───────────────
부동산 자산관리/부동산 매입 및 매각/부동산투자/프랜차이즈 점포개발
주거용,상업용,업무용 매매 및 임대차/분양 및 임대대행/부동산 시장분석
────────────────────────────────

협력업소
강남 레몬트리, 홍대 레몬트리, 마포 글로벌서울, 연남동 명성
상동 스타, 갈산동 나은, 산곡동 황금, 송림동 판",,,N,단층,False,제2종 근린생활시설,"15년이내,융자금없는,역세권,북서향",False,False,False,N,False,False,,,,,협의가능,,
2202746568,중소형사무실,,SERVE,2823710500,SPOFC,20220125,20220224,20220125,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.50722,126.7341976,,2.82371050010464e+18,2800000000,인천시,부평구,삼산동,da10080,3,,,12층중 일부,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,700000.0,,D0102,"삼산동 굴포천역1분거리,관리잘된건물",,1.0,N,N,단층,False,제2종 근린생활시설,"10년이내,융자금없는,역세권,관리비70만원이하",False,False,False,N,False,False,,,,,,,
2202484775,중소형사무실,,bizmk,2823710500,SPOFC,20220122,20220221,20220122,N,0,중소형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.5072045,126.7347338,,2.82371050010461e+18,2800000000,인천시,부평구,삼산동,bestsamsan114,3,,,1001호,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,0.0,,D0102,"대로변 깔끔,깨끗한사무실,입주협의.",,0.0,,N,단층,False,제2종 근린생활시설,"융자금없는,역세권",False,False,False,N,False,False,,,,,협의가능,,
2202373256,대형사무실,,SERVE,2823710500,SPOFC,20220121,20220220,20220121,N,0,대형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.5072852,126.7332139,,2.82371050010464e+18,2800000000,인천시,부평구,삼산동,bdsland77,1,,,801호,인천시 부평구 삼산동,N,-,-,,MV001,즉시입주,NOW,0.0,,D0101,굴포천역 3분거리 대로변 입주 건물,"★ 매물정보 ★

◎ 해당층 : 8층
◎ 전용면적 : 전용 54평
◎ 현 업종 : 대형사무실 ~
◎ 임차조건 : 보증금 5,000 / 월세 200 (면적대비 현재 가장 좋은 조건~)
◎ 권 리 금 : 없습니다.
(렌트프리 등 입주조건은 최대한 협의해드립니다~^^)


◆ 매물 특징 ◆

인천 부평 굴포천역 도보2분거리 / 대로변 입지로 접근성 good~
굴포천역 어느건물 보다 관리가 잘되어 있습니다.
건물 외관, 내부 복도, 화장실 모두 깨끗합니다.
현 임차인 9월말 퇴거예정으로 협의 입주가능~

본 사무실외 다양한 조건의 사무실 임대 물건이 있습니다.
문의사항은 아래번호 연락주시면
친절히 상담해드립니다~^^

좋은 조건의 상가부터 소개해 드리겠습니다.^^


ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ

▽▲ 부동산랜드 부천공인중개사사무소 ▼△ 
※ 부천.인천 상가,사무실 전문 부동산 부동산랜드입니다.
※ 부천.인천 전지역 다양한 매물을 소개하고 있습니다.
※ 탁월한 협상능력을 통해 100% 만족스러운 계약을 성사시키겠습니다.
※ 365일 연중무휴 24시간 편하신 시간에 연락만 주세요! 
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
◈ 부동산랜드 부천공인중개사사무소 ◈

◈ 등록번호 41190-2019-00074

◈ 상가담당 홍소장 010-3043-1160 ◈
",1.0,N,N,단층,False,제2종 근린생활시설,"15년이내,융자금없는,역세권,엘리베이터",False,False,False,N,False,False,사무실,,,,,,
