articleNo,articleName,tradeTypeName,floorInfo,rentPrc,dealOrWarrantPrc,area1,area2,realtorName,search_day,articleDetail.verificationTypeName,articleDetail.mapLocationIndicationYn,articleDetail.etcAddress,articleDetail.articleFeatureDescription,articleDetail.detailDescription,articleBuildingRegister.platPlc,address,building_name
2205545900,지식산업센터,월세,5/22,160,"2,000",214,107,U1단지내공인중개사사무소,20220221,,Y,제 B동 515호,드라이브인 제조형 공장.  신축건물로 깨끗. 테라스 있음.,"♣ 인천테크노밸리 U1지식산업센터
 전문 U1단지내 부동산입니다.♣

  요란한 광고보다 고객의 입장에서
맞춤형 물건을 소개해 드리겠습니다.

  인천테크노밸리 U1센터는 현재 입주기간이라
다양한 물건이 많이 준비되어 있으니 전화상담후
방문하여 주시면 최적의 물건을 소개해드리겠습니다.

  U1센터 단지내에 위치하여 안심하고 오래도록 거래할 수 있는
부동산이라 자부합니다.

",,인천 부평구 갈산동 94,
2205548578,지식산업센터,월세,6/22,100,"1,000",133,66,U1단지내공인중개사사무소,20220221,,Y,제 D동 615호,드라이브인  주차편리한 공장. 렌트프리 2개월. 냉.난방시설 설치해드림.,"♣ 인천테크노밸리 U1지식산업센터
 전문 U1단지내 부동산입니다.♣

  요란한 광고보다 고객의 입장에서
맞춤형 물건을 소개해 드리겠습니다.

  인천테크노밸리 U1센터는 현재 입주기간이라
다양한 물건이 많이 준비되어 있으니 전화상담후
방문하여 주시면 최적의 물건을 소개해드리겠습니다.

  U1센터 단지내에 위치하여 안심하고 오래도록 거래할 수 있는
부동산이라 자부합니다.

",,인천 부평구 갈산동 94,
2205550280,공장,월세,23/B1,170,"2,000",115,115,인천 유원 공인중개사사무소,20220221,,Y,3층 C-307호,역세권 지식산업센터 신축 제조형공장3층 드라이브인 2.5톤진입가,"▣  매물 기본 정보  ▣
  + 용도: 제조형공장
  + 전용면적: 34.8평
  + 계약면적: 69.5평
  + 층고: 4m
  + 하중: 1,200kgf/㎡
  + 발코니 있음, 2.5톤 진입가

   ★★★ 상가, 공장, 사무실, 기숙사 임대/전매 물건 다량 보유 ★★★ 
 
■ 건물 특징
 + 건물명: 인천테크노밸리U1센터 
 + 규모: 지하1층 ~ 지상23층
            (상가/제조형공장/업무형공장/사무실/기숙사)
 + 특장점: 1. 1층 광장과 스트리트몰, 물류하역장을 갖춘
                   원스톱 비즈니스
              2. 소형 섹션오피스와 드라이브인 시스템, 영화관, 상업시설이 
                   연결된 최적의 동선
              3. 멀티플렉스 롯데시네마 영화관 7관 입점
              4. 수익형 부동산의 안정된 임대와 풍부한 배후 수요로 인하여
                  임대 수익뿐만 아니라 시세 차익까지 기대 가능한 
                  부평 최고의 투자명소
    
■ 접 근 성
 + 차 량: 부평 IC 5분, 중동 IC 10분
 + 지하철: 갈산역 도보 약 7분 소요.
               부평구청역 약 13분 소요.
 + 버 스: 정류장 도보 1분 이내.

▣  저희 부동산은 현 매물에 대한 분양의 시작과 마무리를 함께하여 
     고객님의 니즈에 맞게 맞춤 중개가 우수합니다.
      
     인천테크노밸리U1센터 1층에 입주하고 있어 정확한 정보와 
     다양한매물을 보여 드릴 수 있습니다.
    
 ▣ 전문 상담 : 010-7128-8788  /  010-6779-6400",,인천 부평구 갈산동 94,
2205542263,지식산업센터,매매,6/22,,"5억 1,000",259,129,U1채움공인중개사사무소,20220221,,Y,B609,좋은위치 호실 입니다 드라이브인 전매,"안녕하세요
인천테크노밸리U1센터
1층 상가에 입주한 U1채움부동산 입니다.

공장 앞 주차 가능 호실
막힘없는 외부 보이는 호실 입니다

위 매물 외
층별, 면적별 
전매 가능 호실 있습니다.

연락주세요
U1채움부동산
032-464-6400 / 010-9373-7736",,인천 부평구 갈산동 94,
2205545065,중소형사무실,매매,19/22,,"1억 8,653",91,45,대우인천테크노밸리공인중개사사무소,20220221,,Y,B동 1921호,"19층 소형 사무실 전용14 전매 매물, 무피, 호실내 방문 가능","전용 14.35평이고, 19층 끝 사무실 전매 매물, 무피, 호실내 방문 가능합니다.
발코니 공간이 활용공간으로 좋을 것 같고, 옆칸까지 발코니가 이용가능합니다.
소형평수이고, 보시고 판단해 보시죠~!!


[인천테크노밸리U1센터 개요]

■ 주소 : 인천시 부평구 갈산동 94번지
■ 대지면적 : 35,120㎡(10,623.8평)
■ 연면적 : 281,713.4185㎡(85,218.31평)
■ 건축면적 : 22,609.0162㎡(6,839.23평)

■ 주용도 : 지식산업센터 및 지원시설
■ 규모 : 지하1층/ 지상23층, 총4개동, 높이 105.2m
■ 주차대수 : 1,807대(법정 973대)
■ 준공일 : 2021년 12월 15일(사용승인일)
■ 입주지정기간 : 2022년 1월 10일(개시일)~3월 17일(종료일)

■ 빠른 물류이동을 위한 쾌속교통망 : 인천1호선 갈산역 도보5분, 역세권 입지로 
   경인고속도로 부평IC 차량 5분거리, 서울외곽고속도로 중동IC 진출입이 용이합니다.
■ 대규모 산업단지 배후수요와 주거수요 : 인근 약 14만5천여명의 산업단지 수요 및 
   기업체 배후수요를 거느리며, 약1만2천여명의 주거 배후수요가 있는 성공 투자처입니다.
■ 대규모 개발호재로 높은 미래가치 : 인천지하철 2호선과 7호선 연장사업 완료, GTX-B 
   연장사업 추진 및 경인고속도로 지하화와 사업(2025년)등의 풍부한 개발호재로 미래가치가
   높습니다.
■ 총분양호실(2,206개) = 제조형공장(649개), 업무형공장(657개), 섹션오피스(134개), 
   상가(310개), 기숙사(444개), 문화집회시설(10개), 창업지원시설(2개)
■ 영화관(롯데시네마) : 7개관, 1,200석",,인천 부평구 갈산동 94,
2205548286,중소형사무실,매매,13/22,,"2억 2,596",121,60,대우인천테크노밸리공인중개사사무소,20220221,,Y,C동 1317호,"13층 소형 사무실 전용18 전매 매물, 무피, 호실내 방문 가능","전용 18.29평이고, 13층 소형 사무실 전매 매물, 무피, 호실내 방문 가능합니다.
발코니 공간이 활용공간으로 좋을 것 같고, 옆칸 계단쪽까지 발코니 이용가능합니다.
소형평수이고, 보시고 판단해 보시죠~!!


[인천테크노밸리U1센터 개요]

■ 주소 : 인천시 부평구 갈산동 94번지
■ 대지면적 : 35,120㎡(10,623.8평)
■ 연면적 : 281,713.4185㎡(85,218.31평)
■ 건축면적 : 22,609.0162㎡(6,839.23평)

■ 주용도 : 지식산업센터 및 지원시설
■ 규모 : 지하1층/ 지상23층, 총4개동, 높이 105.2m
■ 주차대수 : 1,807대(법정 973대)
■ 준공일 : 2021년 12월 15일(사용승인일)
■ 입주지정기간 : 2022년 1월 10일(개시일)~3월 17일(종료일)

■ 빠른 물류이동을 위한 쾌속교통망 : 인천1호선 갈산역 도보5분, 역세권 입지로 
   경인고속도로 부평IC 차량 5분거리, 서울외곽고속도로 중동IC 진출입이 용이합니다.
■ 대규모 산업단지 배후수요와 주거수요 : 인근 약 14만5천여명의 산업단지 수요 및 
   기업체 배후수요를 거느리며, 약1만2천여명의 주거 배후수요가 있는 성공 투자처입니다.
■ 대규모 개발호재로 높은 미래가치 : 인천지하철 2호선과 7호선 연장사업 완료, GTX-B 
   연장사업 추진 및 경인고속도로 지하화와 사업(2025년)등의 풍부한 개발호재로 미래가치가
   높습니다.
■ 총분양호실(2,206개) = 제조형공장(649개), 업무형공장(657개), 섹션오피스(134개), 
   상가(310개), 기숙사(444개), 문화집회시설(10개), 창업지원시설(2개)
■ 영화관(롯데시네마) : 7개관, 1,200석",,인천 부평구 갈산동 94,
2205550699,공장,월세,23/B1,200,"2,500",118,118,인천 유원 공인중개사사무소,20220221,,Y,1층 C동 104호,역세권 지식산업센터 신축 1층 제조형공장 40FT트레일러진입가,"▣  매물 기본 정보  ▣
  + 용도: 제조형공장
  + 전용면적: 35.88평 전매가능
  + 계약면적: 71.73평
  + 층고: 5~5.5m
  + 하중: 1,200kgf/㎡
  + 발코니 있음, 40ft 트레일러 진입가

   ★★★ 상가, 공장, 사무실, 기숙사 임대/전매 물건 다량 보유 ★★★ 
 
■ 건물 특징
 + 건물명: 인천테크노밸리U1센터 
 + 규모: 지하1층 ~ 지상23층
            (상가/제조형공장/업무형공장/사무실/기숙사)
 + 특장점: 1. 1층 광장과 스트리트몰, 물류하역장을 갖춘
                   원스톱 비즈니스
              2. 소형 섹션오피스와 드라이브인 시스템, 영화관, 상업시설이 
                   연결된 최적의 동선
              3. 멀티플렉스 롯데시네마 영화관 7관 입점
              4. 수익형 부동산의 안정된 임대와 풍부한 배후 수요로 인하여
                  임대 수익뿐만 아니라 시세 차익까지 기대 가능한 
                  부평 최고의 투자명소
    
■ 접 근 성
 + 차 량: 부평 IC 5분, 중동 IC 10분
 + 지하철: 갈산역 도보 약 7분 소요.
               부평구청역 약 13분 소요.
 + 버 스: 정류장 도보 1분 이내.

▣  저희 부동산은 현 매물에 대한 분양의 시작과 마무리를 함께하여 
     고객님의 니즈에 맞게 맞춤 중개가 우수합니다.
      
     인천테크노밸리U1센터 1층에 입주하고 있어 정확한 정보와 
     다양한매물을 보여 드릴 수 있습니다.
    
 ▣ 전문 상담 : 010-7128-8788  /  010-6779-6400",,인천 부평구 갈산동 94,
2205550583,중소형사무실,매매,14/22,,"1억 9,122",102,51,대우인천테크노밸리공인중개사사무소,20220221,,Y,C동 1403호,"14층 소형 사무실 전용15 전매 매물, 시스템에어컨, 동향","전용 15.48평이고, 14층 소형 사무실 전매 매물, 시스템에어컨 있어 그 값이 프리미엄입니다.
발코니 공간이 활용공간으로 좋을 것 같고, 소형평수이고, 보시고 판단해 보시죠~!!



[인천테크노밸리U1센터 개요]

■ 주소 : 인천시 부평구 갈산동 94번지
■ 대지면적 : 35,120㎡(10,623.8평)
■ 연면적 : 281,713.4185㎡(85,218.31평)
■ 건축면적 : 22,609.0162㎡(6,839.23평)

■ 주용도 : 지식산업센터 및 지원시설
■ 규모 : 지하1층/ 지상23층, 총4개동, 높이 105.2m
■ 주차대수 : 1,807대(법정 973대)
■ 준공일 : 2021년 12월 15일(사용승인일)
■ 입주지정기간 : 2022년 1월 10일(개시일)~3월 17일(종료일)

■ 빠른 물류이동을 위한 쾌속교통망 : 인천1호선 갈산역 도보5분, 역세권 입지로 
   경인고속도로 부평IC 차량 5분거리, 서울외곽고속도로 중동IC 진출입이 용이합니다.
■ 대규모 산업단지 배후수요와 주거수요 : 인근 약 14만5천여명의 산업단지 수요 및 
   기업체 배후수요를 거느리며, 약1만2천여명의 주거 배후수요가 있는 성공 투자처입니다.
■ 대규모 개발호재로 높은 미래가치 : 인천지하철 2호선과 7호선 연장사업 완료, GTX-B 
   연장사업 추진 및 경인고속도로 지하화와 사업(2025년)등의 풍부한 개발호재로 미래가치가
   높습니다.
■ 총분양호실(2,206개) = 제조형공장(649개), 업무형공장(657개), 섹션오피스(134개), 
   상가(310개), 기숙사(444개), 문화집회시설(10개), 창업지원시설(2개)
■ 영화관(롯데시네마) : 7개관, 1,200석",,인천 부평구 갈산동 94,
2205553652,지식산업센터,매매,4/22,,4억 94,205,102,U1단지내공인중개사사무소,20220221,,Y,제C동 414호,"4층 드라이브인 제조형공장 전매, 분양가보다 저럼한 호실. 테라스있음.","♣ 인천테크노밸리 U1지식산업센터
 전문 U1단지내 부동산입니다.♣

  요란한 광고보다 고객의 입장에서
맞춤형 물건을 소개해 드리겠습니다.

  인천테크노밸리 U1센터는 현재 입주기간이라
다양한 물건이 많이 준비되어 있으니 전화상담후
방문하여 주시면 최적의 물건을 소개해드리겠습니다.

  U1센터 단지내에 위치하여 안심하고 오래도록 거래할 수 있는
부동산이라 자부합니다.

",,인천 부평구 갈산동 94,
2205536623,지식산업센터,월세,3/22,145,"1,500",194,97,U1단지내공인중개사사무소,20220221,,Y,제C동 315호,드라이브인 제조형공장. 임대료조정가능. 원하시면 냉.난방 설치해드림,"♣ 인천테크노밸리 U1지식산업센터
 전문 U1단지내 부동산입니다.♣

  요란한 광고보다 고객의 입장에서
맞춤형 물건을 소개해 드리겠습니다.

  인천테크노밸리 U1센터는 현재 입주기간이라
다양한 물건이 많이 준비되어 있으니 전화상담후
방문하여 주시면 최적의 물건을 소개해드리겠습니다.

  U1센터 단지내에 위치하여 안심하고 오래도록 거래할 수 있는
부동산이라 자부합니다.

",,인천 부평구 갈산동 94,
2205541883,중소형사무실,매매,11/22,,"3억 9,843",190,95,대우인천테크노밸리공인중개사사무소,20220221,,Y,C동 1116호,"11층 코너 사무실 전매 매물, 무피, 2면발코니, 호실내 방문 가능","전용 약29평이고, 11층 코너 사무실 전매 매물, 호실내 방문 가능합니다.
발코니 공간이 활용공간으로 좋을 것 같고, 임대도 내놓으셨습니다.
옥상공원이 있는 층으로 괜찮은 매물입니다.


[인천테크노밸리U1센터 개요]

■ 주소 : 인천시 부평구 갈산동 94번지
■ 대지면적 : 35,120㎡(10,623.8평)
■ 연면적 : 281,713.4185㎡(85,218.31평)
■ 건축면적 : 22,609.0162㎡(6,839.23평)

■ 주용도 : 지식산업센터 및 지원시설
■ 규모 : 지하1층/ 지상23층, 총4개동, 높이 105.2m
■ 주차대수 : 1,807대(법정 973대)
■ 준공일 : 2021년 12월 15일(사용승인일)
■ 입주지정기간 : 2022년 1월 10일(개시일)~3월 17일(종료일)

■ 빠른 물류이동을 위한 쾌속교통망 : 인천1호선 갈산역 도보5분, 역세권 입지로 
   경인고속도로 부평IC 차량 5분거리, 서울외곽고속도로 중동IC 진출입이 용이합니다.
■ 대규모 산업단지 배후수요와 주거수요 : 인근 약 14만5천여명의 산업단지 수요 및 
   기업체 배후수요를 거느리며, 약1만2천여명의 주거 배후수요가 있는 성공 투자처입니다.
■ 대규모 개발호재로 높은 미래가치 : 인천지하철 2호선과 7호선 연장사업 완료, GTX-B 
   연장사업 추진 및 경인고속도로 지하화와 사업(2025년)등의 풍부한 개발호재로 미래가치가
   높습니다.
■ 총분양호실(2,206개) = 제조형공장(649개), 업무형공장(657개), 섹션오피스(134개), 
   상가(310개), 기숙사(444개), 문화집회시설(10개), 창업지원시설(2개)
■ 영화관(롯데시네마) : 7개관, 1,200석",,인천 부평구 갈산동 94,
2205455978,공장,월세,23/B1,165,"1,700",35120,281713,인천지산부동산공인중개사사무소,20220221,,Y,C104,"전용35,지상1층공장,창고,사무실,호실앞주차","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
-전용: 35평, 분양: 70평
-지상1층 공장,창고형 사무실
-호실앞주차 가능 물류이동편함
-층고6.6M, 바닥하중 1.2 ton/평, 전력 0.8KW/평
-2.5ton 이하차량 진입가능

──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2205520956,지식산업센터,월세,1/23,450,"5,000",140,70,U1채움공인중개사사무소,20220221,,Y,"B101,B154",U1센터 위치 굿 노출 굿 강추,"안녕하세요
인천테크노밸리U1센터
1층 B동 155호 U1채움부동산 입니다.

잔디광장 전면 코너
노출 정말 잘 됨
사람들 모이는 자리 입니다

조건 협의 가능

언제든 연락주세요
U1채움부동산
032-464-6400 / 010-9373-7736",,인천 부평구 갈산동 94,
2205493627,지식산업센터,월세,8/22,80,"1,000",68,68,(주)명문부동산중개법인,20220221,,Y,A동s807호,지식산업센터 섹션오피스 첫입주 매물,,,인천 부평구 갈산동 94,
2205469025,공장,월세,23/B1,110,"1,000",66,66,신도시공인중개사사무소,20220221,,Y,D동 6층 615호,"인천갈산역도보 5분거리, 공장 바로앞 주차, 사무실 기숙사, 롯데시네마","1. 인천 갈산역 도보5분거리 역세권.

2. 제1경인 고속도로, 서울외곽고속도로, 인접해있어 교통 우수

3. 1~3층까지는 상업시설이 완비되어 기숙사에서 지내시는 분들 멀리 안나가도됩니다.

4. 드라이브인 시스템으로 공장앞까지 주가 가능합니다.

5. 층고 5.4m로 대형트럭 진입가능

6. 월세 110(vat별도)조정가능",,인천 부평구 갈산동 94,
2205539735,지식산업센터,월세,5/22,120,"1,000",159,79,U1단지내공인중개사사무소,20220221,,Y,제 A동 510호,"신축첫입주, 시세보다 저렴한보증금. 임대료,렌트프리 협의가능. 테라스있음","♣ 인천테크노밸리 U1지식산업센터
 전문 U1단지내 부동산입니다.♣

  요란한 광고보다 고객의 입장에서
맞춤형 물건을 소개해 드리겠습니다.

  인천테크노밸리 U1센터는 현재 입주기간이라
다양한 물건이 많이 준비되어 있으니 전화상담후
방문하여 주시면 최적의 물건을 소개해드리겠습니다.

  U1센터 단지내에 위치하여 안심하고 오래도록 거래할 수 있는
부동산이라 자부합니다.

",,인천 부평구 갈산동 94,
2205525829,지식산업센터,매매,6/23,,"2억 9,300",159,79,우정공인중개사사무소,20220221,,Y,인천테크노밸리유원센터 A동 611,,"※ 마이너스P 전매
※ 갈산역 도보 10분이내, 정문 앞 버스정류장
※ 경인고속도로IC 차량 3분, 제1외곽순환도로 중동IC 차량 10분거리
※ 10층까지는 드라이브인 구조로 차량을 공장 앞에 주차가능함
※ 11층에 넓은 정원 공간 있음

지하1층 ~ 지상23층 건물로 상가/공장/사무실/기숙사 등 다양하게 입주

롯데시네마, 스타벅스 등 유명 프랜차이즈들 입점 확정되었고,

8,500여명의 유동인구를 유입할 수 있는 상업시설로

생활하기 편리한 환경과 교통까지 두루 갖추고 있습니다.

11층에 누구나 이용가능한 넓은 정원공간이 있어 쾌적한 휴식시간을

가질 수 있습니다.

상가, 공장, 기숙사 다양한 매물 다량 보유중이니 편하게 연락주세요

문자,카톡,전화 모두 환영합니다♥",,인천 부평구 갈산동 94,
2205510249,지식산업센터,월세,3/20,150,"1,500",99,96,(주)명문부동산중개법인,20220221,,Y,c동309호,제조공장드라이브인시스템주차가능신축,"안녕하세요. 명문부동산입니다.

본 매물은 남향의 좋은 기운들이 가득한

지식산업센터입니다.

제조공장 섹션이오니 많은 문의 부탁드립니다.

관리비는 관리실조차도 대략적인 금액은 안나온 상태로

2000세대가 넘는 만큼 타지식산업센터에 비하면

저렴할걸로 예상됩니다.",,인천 부평구 갈산동 94,
2205494145,지식산업센터,월세,18/21,90,"1,000",64,64,(주)명문부동산중개법인,20220221,,Y,D동1816호,즉시입주가능,"안녕하세요. 부평구청역 명문부동산입니다.
본 매물은 이번에 새롭게 지어진
대형 지식산업센터 오피스 입니다.
신축건물의 첫입주 사무실로
주차가 편리하면서 갈산역이랑 가까워서
출퇴근에 좋습니다.
고층의 사무실이라 막힘이 없는 전망을 갖춘곳이에요.

1월10일 전에는 내부를 볼수없습니다.
아직 오픈전으로 
1월10일날 오픈하면 그날부터 볼수 있습니다.
감사합니다.",,인천 부평구 갈산동 94,
2205457656,지식산업센터,매매,16/22,,"1억 8,600",106,53,U1단지내공인중개사사무소,20220221,,Y,제 B동 1608호,신축 업무형 공장. 사무실사용가능. 테라스있음. 남향뷰로 좋음. 전매,"♣ 인천테크노밸리 U1지식산업센터
 전문 U1단지내 부동산입니다.♣

  요란한 광고보다 고객의 입장에서
맞춤형 물건을 소개해 드리겠습니다.

  인천테크노밸리 U1센터는 현재 입주기간이라
다양한 물건이 많이 준비되어 있으니 전화상담후
방문하여 주시면 최적의 물건을 소개해드리겠습니다.

  U1센터 단지내에 위치하여 안심하고 오래도록 거래할 수 있는
부동산이라 자부합니다.",,인천 부평구 갈산동 94,
2205488721,지식산업센터,매매,16/23,,"1억 3,500",29,23,인천테크노밸리공인중개사사무소,20220222,현장,Y,a-1623,복층의 전망좋고 고층의 베란다가 넓어 수납공간활용이 매우 뛰어납니다. 급,"지식산업센터의 기숙사로서 오피스텔과 같이 풀옵션이며, 아파트와 같이 베란다가 있습니다.
제조공장 647호실, 오피스 791호실, 상가 308개가 있는 인천의 제일 큰 지식산업센타로서,
현재 수요가 굉장히 많은 곳입니다. 현재 수익률 5%로서, 점차적으로 임차금액이 오르는 중입니다.
",,인천 부평구 갈산동 94,
2205555276,지식산업센터,매매,17/23,,"1억 4,075",29,23,인천테크노밸리공인중개사사무소,20220222,현장,Y,a-1716,복층 전망좋고 고층의 베란다가 넓어 수납공간활용이 매우 뛰어납니다. 급매,"지식산업센터의 기숙사로서 오피스텔과 같이 풀옵션이며, 아파트와 같이 베란다가 있습니다.
제조공장 647호실, 오피스 791호실, 상가 308개가 있는 인천의 제일 큰 지식산업센타로서,
현재 수요가 굉장히 많은 곳입니다. 현재 수익률 5%로서, 점차적으로 임차금액이 오르는 중입니다.
",,인천 부평구 갈산동 94,
2205549624,지식산업센터,월세,20/22,"1,625","1억 7,000",1374,1079,인천테크노밸리공인중개사사무소,20220222,현장,Y,d2001~d2019,,"인천에서 가장 큰 지식산업센타로서 롯데시네마와 스타벅스 입주 확정임.
드라이브인 시스템의 제조공장이 650여 호실
업무형 오피스 780여호실
스트리트형 상가 300여호실의 대단지로서,
편의시설과 교통이 매우 우수한 사무실입니다. ",,인천 부평구 갈산동 94,
2205716693,지식산업센터,월세,B1/22,120,"1,200",201,101,U1채움공인중개사사무소,20220222,소유자,Y,A동B129,즉시입주 가능 공장 앞 주차 가능,"안녕하세요
인천테크노밸리U1센터
1층 상가 입주한 U1채움부동산 입니다

즉시입주 가능
공장 앞 주차 가능

1개호실 전용 약 30평 1200 / 120
2개호실 전용 약 60평 2400 / 240

위 매물 외
소형 10평대부터 대형 100평 이상
묶음으로 임대 가능 호실 있습니다.

U1채움부동산
032-464-6400 / 010-9373-7736",,인천 부평구 갈산동 94,
2205699150,지식산업센터,월세,15/22,65,"1,000",105,52,U1채움공인중개사사무소,20220222,소유자,Y,B1513,급임대 2월 계약 빠른입주시 최저가 임대 ,"안녕하세요
인천테크노밸리U1센터
1층 입주 부동산
U1채움부동산 입니다

22년 2월 중 
빠른계약 빠른입주시
임대료 65만원까지 조절 가능

냉낭방기 설치 완료 됨
막힘없는 뻥 뚫린뷰
즉시입주도 가능

전화주세요

U1채움부동산
032-464-6400 / 010-9373-7736",,인천 부평구 갈산동 94,
2205615529,지식산업센터,월세,21/23,65,"1,000",94,47,인천지산부동산공인중개사사무소,20220222,소유자,Y,B2103,"전용14,고층 임차료저렴한 소형사무실 냉난방기설치","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
 -신축 첫 입주
 -평형대비 저렴한 임차료
 -냉난방기, 즉시입주가능
 -고층으로 밝고 인기많은소형사무실
 -단지내의 다양한 편의시설


──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2205672715,중소형사무실,월세,21/22,75,"1,000",105,52,유원제이공인중개사사무소,20220222,소유자,Y,B동 2104호,"신축첫입주사무실 , 전용16, 코너자리, 발코니2개, 정말 환하고 전망굿","!!인천테크노밸리U1센터 내 입점 부동산!!
-유원제이 공인중개사사무소-

▶ 인천테크노밸리U1센터
▶ 지식산업센터 내 사무실 또는 업무형공장가능

- 전용 면적 : 약 16평
- 고층 에어컨2대설치완비 앞동 옥상정원이 한눈에
- 발코니2개로 서비스 공간 정말 넓게 사용가능합니다!!
- 하루종일 불 안켜도 될만큼 정말 환하고 좋아요



▶지식산업센터 다양한 매물 상담하세요~
소형10평부터 100평까지 가능합니다~

▶ 인천테크노밸리U1센터 지식산업센터 임대

- 사무실/업무형공장 전용15평 1000/65 가격저렴

- 기숙사(원룸)찾는분들 500/50 풀옵션도 아주 좋아요!!

- 단지내 롯데시네마와 스타벅스 등 각종 편의시설 완비!!
정말 이보다 더 좋을 순 없다!!

**더 궁금하신 사항 있으면 언제든 전화주세요!! 24시간 대기**
-유원제이 부동산/D동 117호-

H.P : 010-2176-4666
사무실: 032-209-1117
블로그 : https://blog.naver.com/2hyesun2
카카오톡ID: iihyesun2",,인천 부평구 갈산동 94,
2205620806,중소형사무실,월세,21/23,75,"1,000",105,52,인천지산부동산공인중개사사무소,20220222,소유자,Y,B2104,"전용15, 인기코너투베란다,냉난방,고층소형사무실","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터

 ■ 매물 특징 :
 - 코너 투베란다 서비스면적 약4평이상
 - 냉난방기설치
 - 평형대비 저렴한 임차료 
 - 고층으로 밝은 사무실

──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2205696492,중소형사무실,월세,7/23,80,"1,000",94,47,U1채움공인중개사사무소,20220222,소유자,Y,AS716,즉시입주 가능 냉난방기 설치완료 막힘없는 전면,"안녕하세요
인천테크노밸리U1센터
1층 상가 입주한 U1채움부동산 입니다

즉시입주 가능
냉난방기 설치완료
막힘없는 전면

공장과 완전 분리된 사무동으로
조용합니다.

위 매물 외
소형 10평대~ 대형 100평이상까지
전매, 임대 가능 매물 있습니다

전화주세요
U1채움부동산
032-464-6400/010-9373-7736",,인천 부평구 갈산동 94,
