articleNo,articleName,articleSubName,cpId,cortarNo,tradeBuildingTypeCode,exposeStartYMD,exposeEndYMD,articleConfirmYMD,tradeCompleteYN,totalDongCount,buildingTypeName,articleStatusCode,articleTypeCode,realestateTypeCode,realestateTypeName,tradeTypeCode,tradeTypeName,verificationTypeCode,verificationTypeName,applyYN,directTradeYN,mapLocationIndicationYn,latitude,longitude,location,pnu,cityNo,cityName,divisionName,sectionName,realtorId,walkingTimeToNearSubway,grandPlanList,detailAddress,etcAddress,exposureAddress,virtualAddressYn,roomCount,bathroomCount,householdCount,moveInTypeCode,moveInTypeName,moveInPossibleYmd,monthlyManagementCost,buildingName,buildingTypeCode,articleFeatureDescription,detailDescription,parkingCount,parkingPossibleYN,duplexYN,floorLayerName,hasBuildingUnitInfo,lawUsage,tagList,isInterest,isFalseHoodDeclared,isBlockFalseHood,detailAddressYn,isComplex,isOwnerTradeCompleted,currentUsage,recommendUsage,electricPowerTypeCode,electricPowerTypeName,moveInDiscussionPossibleYN,jibunAddressExposureYn
2202814634,대,,SERVE,2823710400,GRND,20220126,20220225,20220126,N,0,대,R0,E03,TJ,토지,A1,매매,DOC,,N,N,Y,37.5168051,126.7058986,37.5168051126.7058986,2823710400101740000,2800000000,인천시,부평구,청천동,a5619595,15,,,외2필지,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,,0.0,,E0308,협의,,,,N,단층,False,,,False,False,False,N,False,False,대지,신축,,,,
2200635010,지식산업센터 부평제이타워3차,,bizmk,2823710400,ROOM,20220108,20220207,20220107,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,SITE,현장,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,5291588,8,,,541,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,부평제이타워3차,E0203,,"공장앞 상하차 및 주차 가능
층고5.5m
동력 삼상380,25kw
융자금은 공동 담보임
",2.0,Y,N,단층,False,공장,"2년이내,융자금적은,역세권,주차가능",False,False,False,N,False,False,공장,공장,,,,
2202771246,지식산업센터 부평테크시티,,SERVE,2823710400,ROOM,20220125,20220224,20220125,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,A1,매매,DOC,,N,N,Y,37.5177077,126.7209579,37.5177077126.7209579,2823710400104250000,2800000000,인천시,부평구,청천동,bpsd33,2,,,지하1층 B106호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,320000.0,부평테크시티,E0203,부평테크시티 지하1층 공장,"부평테크시티 지하 1층 공장으로

전용면적 34평입니다.

-

부평산단공인중개사사무소
032-650-5881",2.0,Y,N,단층,False,공장,"4년이내,역세권,주차가능",False,False,False,N,False,False,,,,,,
2201617951,지식산업센터,,bizmk,2823710400,ROOM,20220114,20220213,20220114,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,OWNER,소유자,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,gkdud2459,8,,,부평 제이타워3차 지식산업센터 제102호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0203,신축전용29ㅍ 삼실쇼핑몰소형경량공장 부평IC 인천1호선갈산역5분 창고가 ,"* 드라이브인시스템, 전용29평, 분양58평,
인천1호선 갈산역 도보5분~ 대형화물엘베~ 
그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다~ 

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,공장,"융자금없는,역세권,1층",False,False,False,N,False,False,,,,,,
2202532502,지식산업센터 부평우림라이온스밸리,,bizmk,2823710400,ROOM,20220124,20220223,20220124,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,DOC,,N,N,Y,37.5174326,126.7194344,37.5174326126.7194344,2823710400104250000,2800000000,인천시,부평구,청천동,hns8949,5,,,C동405호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,부평우림라이온스밸리,E0203,,"*최근 리모델링해서 아주 깔끔합니다.

*부평우림라이온스밸리 지식산업센터 1층에 입점해있는 공장부동산입니다.

*고객님의 불편함이 없이 계약부터 입주완료까지 책임지고 중개해드리고있습니다.

*국가산단의 특이점으로 입주제한업종이 있으니 체크부탁드립니다.

*역사와 전통이 있는 공장부동산으로 문의주세요.

",3.0,Y,N,단층,False,공장,"25년이내,융자금없는,역세권,주차가능",False,False,False,N,False,False,공장 사무실,공장 사무실,,,,
2202545053,공장 단독공장,,SERVE,2823710400,BILD,20220124,20220223,20220124,N,0,공장,R0,E02,GJCG,공장/창고,A1,매매,DOC,,N,N,Y,37.5214711,126.7065579,37.5214711126.7065579,2823710400103910000,2800000000,인천시,부평구,청천동,w5743838,0,,,전부,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,단독공장,E0201,"대지 251, 1층부터4층, 각각151, 총603, 총1560만 임대중","* 대지 251.77p
* 1층~ 4층각각 151p // 총 연면적 : 603.7p 
* 월 1,560만원 임대중~
* 동력 충분
* 차량진입 용이합니다.


** 그 외, 부평구 및 인천 전 지역의 공장/창고, 매매및 임대 문의는~

   신흥 공장부동산공인  代 032)575-2636,  010-2362-8981

",0.0,,N,단층,False,공장,15년이내,False,False,False,N,False,False,일반공장,일반공장,3.0,50-100,,
2202546485,공장 테크노타워,,SERVE,2823710400,BILD,20220124,20220223,20220124,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,Y,37.5194773,126.7153551,37.5194773126.7153551,2823710400104190000,2800000000,인천시,부평구,청천동,,12,,,704호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,테크노타워,E0201,신축드라이브인시스템으로 호실앞 주차 7층전용 36ㅍ,"*갈산역 주변으로 교통여건좋은 지식산업센터
*층고 5.5m
*호실앞 주차가능 물건상하차 편리
*즉시입주
",0.0,,N,단층,False,공장,"2년이내,융자금없는",False,False,False,N,False,False,,,,,,
2202634851,공장,,SERVE,2823710400,BILD,20220124,20220223,20220124,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,Y,37.5216535,126.7125026,37.5216535126.7125026,2823710400104090000,2800000000,인천시,부평구,청천동,eomhyangsuk1,19,,,2층전체,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,,"## 위치 : 청천동 (부평IC 인근)

## 임대범위 : 2층 137p

## 임대가격 : 보2,000 / 월세200만원  or   보1,000 / 월220만원 가능.

## 특징 : 화물승강기 있음, 동력30kw, 층고보통, 관리비있음
             용도 근린생활시설로 되어있음.  공장,창고로도 사용가능함.


## 기타 자세한 문의사항은 아래번호로 문의주세요!
    가좌동 성실한부동산 032-572-7333 / 010-4750-6732  대표 엄향숙.

",0.0,,N,단층,False,제2종 근린생활시설,"25년이상,융자금없는",False,False,False,N,False,False,,,2.0,25-50,협의가능,
2202540295,공장,,SERVE,2823710400,BILD,20220124,20220223,20220124,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,Y,37.5189858,126.7061066,37.5189858126.7061066,2823710400100070000,2800000000,인천시,부평구,청천동,p1154919,0,,,건물전체,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,물류창고 1층72ㅍ 2층21ㅍ,"*1층72평 2층21평입니다
 단독창고입니다",0.0,,N,단층,False,창고시설,"15년이내,융자금없는",False,False,False,N,False,False,,,3.0,50-100,,
2202628828,대형사무실,,SERVE,2823710400,SPOFC,20220124,20220223,20220124,N,0,대형사무실,R0,D01,SMS,사무실,B2,월세,DOC,,N,N,Y,37.5176654,126.7054083,37.5176654126.7054083,2823710400100110000,2800000000,인천시,부평구,청천동,yyk5760,0,,,4층,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,100000.0,,D0101,청천사거리인근 넓은 사무실,"◆상가전문 황금부동산◆
   032-540-1010
   010-5760-4994

▣인천, 부천 전지역 상가, 사무실 전문
▣빌딩매매/프랜차이즈/상가컨설팅/부동산자산관리 전문
▣고객님의 입장에서 꼼꼼하게 체크해서 성공창업을 도와 드리겠습니다.

황금부동산은 이외에도 다양한 평수의 매물들이 준비되어있습니다.
소형 전월세부터 중, 대형 상가, 건물까지
임대/매매 관련 문의주시면 친절하게 상담해드리겠습니다.",0.0,N,N,단층,False,제2종 근린생활시설,"25년이상,융자금없는,관리비10만원이하,총5층",False,False,False,N,False,False,,,,,,
2202566550,공장,,industry,2823710400,BILD,20220124,20220223,20220124,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,Y,37.5189858,126.7061066,37.5189858126.7061066,2823710400100070000,2800000000,인천시,부평구,청천동,,0,,,전부,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,,,E0201,"물류용,창고영업시설,즉시입주가능,주차2대 물류작업용이.","공장 물건의 특성상 모든 물건의 오픈이 어렵습니다.

본 물건 이 외 공장, 사무실, 지식인산업센터,상가 많은 매물 보유 하고있습니다.

급매 물건 다수 보유하고 있으며, 나대지,신축공장,신축지산분양상담 환영합니다.

청천동 지식산업센터(갈산역인근)20평/30평/40평/50평/100평/250평

청천동 1층 125평/200평/320평/400평/500평 이상

2층,3층,4층,5층 100평/200평/300평/400평/500평/1000평 이상

효성동, 작전동 서운동 100평/200평/300평/400평/500평이상 등 많은 물건 보유중입니다.

책임/성실/비밀 중개 약속드립니다.

가공단부동산 대표 변영섭 032-522-1777

담당 소속공인중개사 최강민 010-6347-4329

개인블로그 안내

https://blog.naver.com/beat6329",5.0,,N,단층,False,창고시설,"15년이내,융자금없는",False,False,False,N,False,False,창고,창고,2.0,25-50,협의가능,N
2202544683,지식산업센터 부평테크시티,,SERVE,2823710400,ROOM,20220124,20220223,20220124,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,A1,매매,DOC,,N,N,Y,37.5177077,126.7209579,37.5177077126.7209579,2823710400104250000,2800000000,인천시,부평구,청천동,,2,,,1102,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,부평테크시티,E0203,지식산업센터 인테리어 아주 잘된 업무시설 사무소 2호실로 전용 34ㅍ,"* 갈산역 바로앞 지식산업센터
*업무시설로 누구나 매매,임대가능
*  귀한 업무시설 사무실로 2호실 (전용 34ㅍ)
* 인테리어 아주 깔끔하게 잘되어있음
* 현재 2000-160 임대중
",0.0,N,N,단층,False,업무시설,"4년이내,역세권,천장에어컨",False,False,False,N,False,False,,,,,,
2202508468,지식산업센터,,sunbang,2823710400,ROOM,20220124,20220223,20220124,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,DOC,,N,N,Y,37.5171237,126.7184344,37.5171237126.7184344,2823710400104240000,2800000000,인천시,부평구,청천동,uptown835,4,,,부평테크노파크M2 309호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0203,,"▶ 신축 전용38 첫입주

▶ 갈산역 도보 3분 인접과 부평IC 와 인점하여, 교통 인프라 양호.

▶ 드라이브 인 공장, 사무실 =&gt; 저층으로 입출입 시간 단축

▶ 6m 의 높은 층고로 입체적 공간의 활용성 매우 양호, 복층으로 사용가능

▶ 3대 주차공간, 출입구 전면에 주차, 공장내부 진입가능

▶ 베란다 서비스 면적 약 4평",3.0,Y,N,단층,False,공장,"2년이내,역세권,주차가능,엘리베이터",False,False,False,N,False,False,지식산업센터,지식산업센터/공장/사무실,,,,
2201473686,지식산업센터,,bizmk,2823710400,ROOM,20220113,20220212,20220113,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,A1,매매,OWNER,소유자,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,gkdud2459,8,,,102,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0203,신축지식산업센터 1층 전용26ㅍ 분양52ㅍ 공장안차량진입가 물류창고가 ,"*부평 제이타워3차 신규 입주입니다~ 부평IC진입쵝오!!!
인천1호선 갈산역 도보5분~ 대형화물엘베~ 
그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,공장,1층,False,False,False,N,False,False,,,,,,
2203184964,공장,,NEONET,2823710400,BILD,20220129,20220228,20220129,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,N,37.522023,126.711976,37.522023126.711976,2823710400104090000,2800000000,인천시,부평구,청천동,barun305,0,,,1층 좌측일부분,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,"청천동, 1층 180, 동력충분, 허름함, 인원수급편리한 공장,창고","▶ 1층 180평 / 임대료 540만원
- 특징 : 층고4m /동력충분 / 교통 및 인원수급 편리한 공장,창고

▶ 인천【 공장,창고/매매,임대전문 】【바른공장부동산】입니다
▶ 이 외에도 필요조건에 맞는 다양한 임대공장 및 창고 있습니다.
▶ 상담전화【 ☎ 032-579-1009 / 010-5041-1007 】
 
▶ 귀사의 사업 번창을 기원하며, 더욱 좋은 매물을 찾아드리기 
   위해 최선을 다하겠습니다.
▶ 매매 및 임대물건 접수 받습니다.",3.0,,N,단층,False,창고시설,"25년이상,융자금없는",False,False,False,N,False,False,"공장,창고","공장,창고",4.0,100-1000,협의가능,
2203195047,공장,,bizmk,2823710400,BILD,20220129,20220228,20220129,N,0,공장,R0,E02,GJCG,공장/창고,A1,매매,DOC,,N,N,N,37.5177461,126.7128689,37.5177461126.7128689,2823710400104230000,2800000000,인천시,부평구,청천동,gkdud2459,13,,,건물전체,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,20230131,0.0,,E0201,신축공장매매 600ㅍ이상 층고7m호이스트2기 40피트원활       ,"*앞마당, 주차장 넓어서 컨테이너작업 GOOD입니다~~
---> 공장 특성상 더이상 오픈이 어려운점 양해 부탁드립니다~
   언제라도 전화주시면 자세한 상담 도와 드리겠습니다~ㅎ

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,공장,,False,False,False,N,False,False,,,,,협의가능,
2202412779,공장 1층 일부,,SERVE,2823710400,BILD,20220122,20220221,20220122,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,Y,37.5217179,126.7197422,37.5217179126.7197422,2823710400104260000,2800000000,인천시,부평구,청천동,gonddantower,11,,,1층 일부,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,1층 일부,E0201,"1층 340ㅍ, 층고7m 호이스트 有","◎340P 층고7m 호이스트 
◎매물상태 매우 양호함 
◎화물 작업 용이함
◎주변입지조건 좋음 



이 외 공장 지식산업센터 상가 평수 층수 다양하게
매물을 보유하고 있습니다. 원하시는 조건을 맞춰드리겠습니다. 
전화 주시면 성실하고 친절하게 상담 드리겠습니다.",21.0,,N,단층,False,공장,"15년이내,융자금없는",False,False,False,N,False,False,공장창고,공장창고,3.0,50-100,,
2202415638,공장,,JOINS,2823710400,BILD,20220122,20220221,20220122,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,Y,37.522777,126.7026643,37.522777126.7026643,2823710400103850000,2800000000,인천시,부평구,청천동,jyj11jjj,0,,,3층일부,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,3층전용125 대형화물카리프트 인승엘베 구비 옥상주차장완비,"3층전용 125평
임대가 평당20,000원
관리비 따로없음,실사용금액확정
대형화물카리프트 옥상까지 올라감
인승엘리베이터 설치되어있음
옥상주차장 20대이상 주차가능
동력충분,2017년 준공건물 신축급임

★ 자세한 문의사항은 연락주시면 상세히 답변드리겠습니다
★ 공장임대,매매 매물접수 환영합니다.
★ 경인공인중개사사무소 032)575-6777, 010-9331-0192
홈페이지 http://jjo11.kmswb.kr/ 
블로그 https://blog.naver.com/jjo1975121",19.0,,N,단층,False,공장,"10년이내,융자금없는,엘리베이터",False,False,False,N,False,False,,,4.0,100-1000,,
2202413071,공장,,SERVE,2823710400,BILD,20220122,20220221,20220122,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,Y,37.5228853,126.7115744,37.5228853126.7115744,2823710400104030000,2800000000,인천시,부평구,청천동,gonddantower,0,,,3층 일부,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,3층 전용300ㅍ층고 3.5M g화물엘베,"●전용300P 
●층고3.5m 
●공실 즉시입주가능 
●주변입지조건 좋음 
●대형차 진입용이하며 마당넓음
●화물엘베有


이 외 공장 지식산업센터 상가 평수 층수 다양하게
매물을 보유하고 있습니다. 원하시는 조건을 맞춰드리겠습니다. 
전화 주시면 성실하고 친절하게 상담 드리겠습니다.",0.0,,N,단층,False,공장,"10년이내,융자금없는,엘리베이터",False,False,False,N,False,False,공장창고,공장창고,4.0,100-1000,,
2201138638,공장 테크노타워,,SERVE,2823710400,BILD,20220111,20220210,20220111,N,0,공장,R0,E02,GJCG,공장/창고,A1,매매,OWNER,소유자,N,N,Y,37.5194773,126.7153551,37.5194773126.7153551,2823710400104190000,2800000000,인천시,부평구,청천동,,12,,,비-03호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,테크노타워,E0201,신축지식산업센터 지하1층 전용 65ㅍ,"*신축으로 지하 1층 층고 5.5m
*차량이동 가능 물건 상하차 아주편리
*전용 65ㅍ 으로 제조공자으로 아주적합
*매매가 저렴한 신축 지식산업센터",0.0,,N,단층,False,공장,"2년이내,역세권",False,False,False,N,False,False,,,,,,
2201195460,공장,,bizmk,2823710400,BILD,20220111,20220210,20220111,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,OWNER,소유자,N,N,Y,37.5203028,126.7197517,37.5203028126.7197517,2823710400104270000,2800000000,인천시,부평구,청천동,gkdud2459,8,,,1층일부,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,1층100ㅍ 도크설치 컨디션GOOD 삼실유 대로변코너로전시장및홍보효   ,"* 공장 특성상 너무 많은 자료 오픈이 불가한 점 양해 부탁드립니다~
쫌더 자세한 사항은 전화문의 주시면 적극 상담 도와드리겠습니다^^

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,공장,"융자금없는,역세권",False,False,False,N,False,False,,,,,,
2203149877,공장,,NEONET,2823710400,BILD,20220128,20220227,20220128,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,N,37.5234406,126.7111748,37.5234406126.7111748,2823710400104030000,2800000000,인천시,부평구,청천동,barun305,0,,,우측일부분,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,"2층 25, 주택가인근, 소형 사무실,창고, 청천동","▶ 2층 25평 / 임대료 60만원
- 특징 : 층고2.5m / 천정텍스 / 소형사무실,창고 / 주택가 인근

▶ 인천【 공장,창고/매매,임대전문 】【바른공장부동산】입니다
▶ 이 외에도 필요조건에 맞는 다양한 임대공장 및 창고 있습니다.
▶ 상담전화【 ☎ 032-579-1009 / 010-5041-1007 】
 
▶ 귀사의 사업 번창을 기원하며, 더욱 좋은 매물을 찾아드리기 
   위해 최선을 다하겠습니다.
▶ 매매 및 임대물건 접수 받습니다.",1.0,,N,단층,False,제2종 근린생활시설,"10년이내,융자금없는,CCTV",False,False,False,N,False,False,"사무실,창고","사무실,창고",1.0,25kw이하,협의가능,
2201136832,공장 테크노타워,,SERVE,2823710400,BILD,20220111,20220210,20220111,N,0,공장,R0,E02,GJCG,공장/창고,A1,매매,OWNER,소유자,N,N,Y,37.5194773,126.7153551,37.5194773126.7153551,2823710400104190000,2800000000,인천시,부평구,청천동,,12,,,215호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,테크노타워,E0201,지식산업센터 첫입주 2층전용 32ㅍ,"*갈산역 인근 지식산업센터 
*신축으로 주변시세 대비 저렴한 매물 
*층고 5.5m
*차량이동하여 내공장호실앞 주차가능
*물건상하차 편리",0.0,,N,단층,False,공장,"2년이내,역세권",False,False,False,N,False,False,,,,,,
2202302764,공장,,bizmk,2823710400,BILD,20220121,20220220,20220121,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,Y,37.5228853,126.7115744,37.5228853126.7115744,2823710400104030000,2800000000,인천시,부평구,청천동,jyj11jjj,0,,,3층전체,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,마당넓고 대형차량진입 편리한 3층300 4t카리프트구비 옥상주차장,"경인고속도로에 인접해 교통편리하고 인력수급 용이함
4차선대로변에 접해있어 대형차량진입이 수월함
마당넓고 카리프트 설치되있어 물량운반에 아주 적합함
3층전용 300평  분할임대도 가능함
동력 300kw ,상태좋음
카리프트4t, 옥상 주차장구비

★ 자세한 문의사항은 연락주시면 상세히 답변드리겠습니다
★ 공장임대,매매 매물접수 환영합니다.
★ 경인공인중개사사무소 032)575-6777, 010-9331-0192
홈페이지 http://jjo11.kmswb.kr/ 
블로그 https://blog.naver.com/jjo1975121",15.0,,N,단층,False,공장,"10년이내,융자금없는",False,False,False,N,False,False,,,,,,
2202379143,지식산업센터 부평테크시티,,SERVE,2823710400,ROOM,20220121,20220220,20220121,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,DOC,,N,N,Y,37.5177077,126.7209579,37.5177077126.7209579,2823710400104250000,2800000000,인천시,부평구,청천동,bpsd33,2,,,11층 1119호,인천시 부평구 청천동,N,-,-,3.0,MV001,즉시입주,NOW,250000.0,부평테크시티,E0203,양창의 최상급 사무실,"부평테크시티 최상급 사무실입니다.

-

부평테크시티 1층에 있는 부동산
부평산단공인중개사사무소
032-650-5881",2.0,Y,N,단층,False,공장,"4년이내,역세권,주차가능",False,False,False,N,False,False,사무실,사무실,,,,
2202354873,공장,,SERVE,2823710400,BILD,20220121,20220220,20220121,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,DOC,,N,N,Y,37.5151736,126.7060546,37.5151736126.7060546,2823710400101770000,2800000000,인천시,부평구,청천동,mega2911,14,,,602호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,698775.0,,E0201,카리프트 설치되고 주차편리한 공장,"● 써니 부동산은 고객의 꿈을 이뤄드리는 No.1 부동산입니다! 그 어떤 것보다도 고객을 소중히 여기며 최선을 다합니다! 
● 부천 전지역 상가를 전문으로 합니다. 그 외에도 다양한 매물이 준비되어 있습니다. 
● 신뢰와 정직으로 중개사의 본분을 잊지 않겠습니다! 



■ 매물정보 
▶ 준공업지역 내 위치한 교통편리한 공장. 
▶ 1톤 카리프트(car lift) 전층에 설치되어 공장업체 추천. 주차시설 잘되어있어 현재 공장 다수 입점되어 있음.
▶ 주차 편리한 공장. 
▶ 관리비 : 평당 3,500원



■ 담당자 : 010-3124-3465 이장태 부장(공인중개사)

■ 오시는길 : 경기도 부천시 신흥로 276번길 15 래미안 117호(신중동역 6번 출구 도보 5분/ 주차가능)",0.0,,N,단층,False,공장,"10년이내,융자금없는",False,False,False,N,False,False,,,,,,
2202367528,지식산업센터,,industry,2823710400,ROOM,20220121,20220220,20220121,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,DOC,,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,jtower5055,8,,,03월 11일,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,,,E0203,전용19 지식산업센터 지원시설 근린생활시설 음식점등,"▣ 전용 19평
▣ 근린생활시설
▣ 지식산업센터 내 지원시설
▣ 코너자리 (남동향/양창)
▣ 건물 내 병원, 카페, 기업은행, 스크린골프 등 입점",1.0,Y,N,단층,False,제2종 근린생활시설,"2년이내,주차가능,총3층",False,False,False,N,False,False,,,,,,N
2202367392,지식산업센터,,industry,2823710400,ROOM,20220121,20220220,20220121,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,DOC,,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,jtower5055,8,,,840,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,,,E0203,전용26 드라이브인 층고높음,"▣ 전용 약 26평
▣ 갈산역 / 부평IC 인근
▣ 건물 내 편의점, 카페, 식당 입점
▣ 부평국가산업단지
▣ 드라이브인 시스템, 호실 앞 주차 가능
▣ 화물승강기 有",2.0,Y,N,단층,False,공장,"2년이내,주차가능",False,False,False,N,False,False,,,,,,N
2202367324,지식산업센터,,industry,2823710400,ROOM,20220121,20220220,20220121,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,DOC,,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,jtower5055,8,,,01월 02일,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,,,E0203,전용12 첫입주 대로변 근생,"▣ 갈산역 인근
▣ 첫 즉시입주
▣ 프랜차이즈/분식점 등 추천
▣ 전용 약 12평
▣ 대로변에 있어 홍보효과 좋음",1.0,Y,N,단층,False,공장,"2년이내,1층,주차가능",False,False,False,N,False,False,지원시설,,,,,N
